# time       chi4 of type-A particles
0.000000e+00 0.000000e+00
5.000000e-03 4.479987e-08
1.000000e-02 7.048050e-07
1.500000e-02 3.444473e-06
2.000000e-02 1.031391e-05
2.500000e-02 2.341502e-05
3.000000e-02 4.434142e-05
3.500000e-02 7.378164e-05
4.000000e-02 1.114415e-04
4.500000e-02 1.563342e-04
5.000000e-02 2.073341e-04
5.500000e-02 2.637667e-04
6.000000e-02 3.257689e-04
8.000000e-02 6.484760e-04
1.050000e-01 1.202267e-03
1.300000e-01 2.000034e-03
1.700000e-01 4.702539e-03
2.200000e-01 1.008582e-02
2.800000e-01 1.791595e-02
3.600000e-01 2.961449e-02
4.650000e-01 4.807899e-02
6.000000e-01 6.911945e-02
7.750000e-01 9.225029e-02
1.005000e+00 1.187646e-01
1.295000e+00 1.297775e-01
1.670000e+00 1.080570e-01
2.155000e+00 8.285540e-02
2.785000e+00 9.878846e-02
3.595000e+00 1.204081e-01
4.645000e+00 9.102815e-02
5.995000e+00 1.118891e-01
7.745000e+00 1.054381e-01
1.000500e+01 1.013092e-01
1.292000e+01 1.255342e-01
1.668500e+01 1.337397e-01
2.154500e+01 1.207913e-01
2.783000e+01 1.403145e-01
3.594000e+01 1.152157e-01
4.642000e+01 1.152156e-01
5.995000e+01 1.500209e-01
7.743000e+01 1.383079e-01
1.000050e+02 1.457648e-01
1.291550e+02 1.802365e-01
1.668150e+02 1.725870e-01
2.154450e+02 1.614983e-01
2.782600e+02 1.976982e-01
3.593850e+02 1.883217e-01
4.641600e+02 1.897083e-01
5.994850e+02 1.917376e-01
7.742650e+02 2.464176e-01
1.000005e+03 2.536728e-01
1.291550e+03 3.035619e-01
1.668105e+03 3.202885e-01
2.154435e+03 3.745231e-01
2.782560e+03 4.379165e-01
3.593815e+03 4.859281e-01
4.641590e+03 5.648975e-01
5.994845e+03 6.757995e-01
7.742640e+03 7.591423e-01
1.000000e+04 9.307136e-01
1.291550e+04 1.073268e+00
1.668101e+04 1.316063e+00
2.154435e+04 1.713180e+00
2.782560e+04 2.115377e+00
3.593814e+04 2.503947e+00
4.641589e+04 3.429195e+00
5.994843e+04 3.954904e+00
7.742637e+04 4.798377e+00
1.000000e+05 5.658715e+00
1.291550e+05 7.078197e+00
1.668101e+05 8.929782e+00
2.154435e+05 1.105791e+01
2.782559e+05 1.351348e+01
3.593814e+05 1.604933e+01
4.641589e+05 1.885194e+01
5.994843e+05 2.065189e+01
7.742637e+05 2.236015e+01
1.000000e+06 2.485129e+01
1.291550e+06 2.632512e+01
1.668101e+06 2.684180e+01
2.154435e+06 2.609684e+01
2.782559e+06 2.366205e+01
3.593814e+06 2.125379e+01
4.641589e+06 1.787929e+01
5.994842e+06 1.391999e+01
7.742637e+06 1.049844e+01
1.000000e+07 7.336050e+00
1.291550e+07 4.091722e+00
1.668101e+07 2.330348e+00
2.154435e+07 8.605027e-01
