# k          S(k)
4.735000e-01 nan
7.225000e-01 8.327151e-02
9.715000e-01 9.138676e-02
1.220500e+00 9.297050e-02
1.469500e+00 9.168930e-02
1.718500e+00 9.822242e-02
1.967500e+00 9.936575e-02
2.216500e+00 1.055170e-01
2.465500e+00 1.167662e-01
2.714500e+00 1.197731e-01
2.963500e+00 1.314065e-01
3.212500e+00 1.434391e-01
3.461500e+00 1.452289e-01
3.710500e+00 1.561922e-01
3.959500e+00 1.692488e-01
4.208500e+00 1.835072e-01
4.457500e+00 1.945914e-01
4.706500e+00 2.061445e-01
4.955500e+00 2.093112e-01
5.204500e+00 2.177367e-01
5.453500e+00 2.215171e-01
5.702500e+00 2.202613e-01
5.951500e+00 2.152825e-01
6.200500e+00 2.058901e-01
6.449500e+00 1.943478e-01
6.698500e+00 1.855709e-01
6.947500e+00 1.804456e-01
7.196500e+00 1.837859e-01
7.445499e+00 1.967609e-01
7.694500e+00 2.077885e-01
7.943500e+00 2.154109e-01
8.192500e+00 2.154734e-01
8.441500e+00 2.159781e-01
8.690500e+00 2.116805e-01
8.939501e+00 2.073606e-01
9.188500e+00 2.043409e-01
9.437500e+00 2.010932e-01
9.686501e+00 1.988142e-01
9.935500e+00 1.963708e-01
1.018450e+01 1.952198e-01
1.043350e+01 1.941218e-01
1.068250e+01 1.936546e-01
1.093150e+01 1.950770e-01
1.118050e+01 1.953791e-01
1.142950e+01 1.965905e-01
1.167850e+01 1.967352e-01
1.192750e+01 1.982787e-01
1.217650e+01 1.985468e-01
1.242550e+01 2.001036e-01
1.267450e+01 1.998210e-01
1.292350e+01 1.989691e-01
1.317250e+01 1.986694e-01
1.342150e+01 2.006430e-01
1.367050e+01 2.007501e-01
1.391950e+01 2.014141e-01
1.416850e+01 2.014533e-01
1.441750e+01 2.007183e-01
1.466650e+01 2.012846e-01
1.491550e+01 2.020819e-01
1.516450e+01 2.019595e-01
1.541350e+01 2.021680e-01
1.566250e+01 2.014070e-01
1.591150e+01 2.021530e-01
1.616050e+01 2.003730e-01
1.640950e+01 2.014948e-01
1.665850e+01 2.007662e-01
1.690750e+01 1.999358e-01
1.715650e+01 1.995708e-01
1.740550e+01 1.986692e-01
1.765450e+01 1.982662e-01
1.790350e+01 1.990260e-01
1.815250e+01 1.990474e-01
1.840150e+01 1.988045e-01
1.865050e+01 1.984067e-01
1.889950e+01 1.990753e-01
1.914850e+01 1.995582e-01
1.939750e+01 1.993784e-01
1.964650e+01 1.995329e-01
1.989550e+01 1.993925e-01
2.014450e+01 1.999981e-01
2.039350e+01 2.002627e-01
2.064250e+01 1.992369e-01
2.089150e+01 2.003412e-01
2.114050e+01 2.007983e-01
2.138950e+01 2.002918e-01
2.163850e+01 2.007395e-01
2.188750e+01 2.005289e-01
2.213650e+01 2.001615e-01
2.238550e+01 2.004416e-01
2.263450e+01 2.001660e-01
2.288350e+01 2.001578e-01
2.313250e+01 2.011324e-01
2.338150e+01 2.004226e-01
2.363050e+01 2.004957e-01
2.387950e+01 2.005292e-01
2.412850e+01 2.004718e-01
2.437750e+01 1.998389e-01
2.462650e+01 2.000445e-01
2.487550e+01 2.000131e-01
