# k          S(k)
4.735000e-01 nan
7.225000e-01 -1.016779e-02
9.715000e-01 -1.234843e-02
1.220500e+00 -1.288014e-02
1.469500e+00 -1.384599e-02
1.718500e+00 -1.446025e-02
1.967500e+00 -1.767266e-02
2.216500e+00 -2.012585e-02
2.465500e+00 -2.337604e-02
2.714500e+00 -2.726017e-02
2.963500e+00 -3.273064e-02
3.212500e+00 -3.724316e-02
3.461500e+00 -4.435329e-02
3.710500e+00 -5.158579e-02
3.959500e+00 -6.783684e-02
4.208500e+00 -8.603685e-02
4.457500e+00 -1.024479e-01
4.706500e+00 -1.238786e-01
4.955500e+00 -1.412627e-01
5.204500e+00 -1.723056e-01
5.453500e+00 -2.018202e-01
5.702500e+00 -2.255069e-01
5.951500e+00 -2.491095e-01
6.200500e+00 -2.685597e-01
6.449500e+00 -2.734121e-01
6.698500e+00 -2.383555e-01
6.947500e+00 -1.313139e-01
7.196500e+00 8.450142e-02
7.445499e+00 2.651463e-01
7.694500e+00 2.969859e-01
7.943500e+00 2.517979e-01
8.192500e+00 1.998422e-01
8.441500e+00 1.570603e-01
8.690500e+00 1.247639e-01
8.939501e+00 9.850278e-02
9.188500e+00 7.752726e-02
9.437500e+00 5.926345e-02
9.686501e+00 4.474533e-02
9.935500e+00 2.374563e-02
1.018450e+01 9.393116e-03
1.043350e+01 -7.191648e-03
1.068250e+01 -2.447065e-02
1.093150e+01 -4.336319e-02
1.118050e+01 -5.965593e-02
1.142950e+01 -8.156376e-02
1.167850e+01 -1.001613e-01
1.192750e+01 -1.084799e-01
1.217650e+01 -1.082511e-01
1.242550e+01 -9.559301e-02
1.267450e+01 -7.038600e-02
1.292350e+01 -4.678357e-02
1.317250e+01 -2.596740e-02
1.342150e+01 -8.192220e-03
1.367050e+01 1.986843e-03
1.391950e+01 1.044485e-02
1.416850e+01 1.701637e-02
1.441750e+01 2.448996e-02
1.466650e+01 3.415006e-02
1.491550e+01 4.279223e-02
1.516450e+01 4.826773e-02
1.541350e+01 5.196201e-02
1.566250e+01 5.414355e-02
1.591150e+01 5.297974e-02
1.616050e+01 5.103637e-02
1.640950e+01 4.632621e-02
1.665850e+01 3.930227e-02
1.690750e+01 3.026421e-02
1.715650e+01 2.081137e-02
1.740550e+01 8.964664e-03
1.765450e+01 -4.612226e-03
1.790350e+01 -1.955432e-02
1.815250e+01 -3.300867e-02
1.840150e+01 -4.144895e-02
1.865050e+01 -4.835193e-02
1.889950e+01 -4.725770e-02
1.914850e+01 -4.663975e-02
1.939750e+01 -4.063872e-02
1.964650e+01 -3.156321e-02
1.989550e+01 -2.547291e-02
2.014450e+01 -1.929210e-02
2.039350e+01 -1.182437e-02
2.064250e+01 -6.699451e-03
2.089150e+01 2.414681e-04
2.114050e+01 5.143836e-03
2.138950e+01 9.622955e-03
2.163850e+01 1.301586e-02
2.188750e+01 1.606277e-02
2.213650e+01 2.045433e-02
2.238550e+01 2.275588e-02
2.263450e+01 2.519226e-02
2.288350e+01 2.599717e-02
2.313250e+01 2.591335e-02
2.338150e+01 2.479205e-02
2.363050e+01 2.297443e-02
2.387950e+01 1.882119e-02
2.412850e+01 1.254008e-02
2.437750e+01 6.929375e-03
2.462650e+01 1.197852e-03
2.487550e+01 -5.579242e-03
