# r          S(k)
4.735000e-01 nan
7.225000e-01 6.547583e-02
9.715000e-01 6.947464e-02
1.220500e+00 7.376998e-02
1.469500e+00 6.877457e-02
1.718500e+00 7.302711e-02
1.967500e+00 7.585365e-02
2.216500e+00 8.114350e-02
2.465500e+00 8.452775e-02
2.714500e+00 9.620074e-02
2.963500e+00 1.030198e-01
3.212500e+00 1.090230e-01
3.461500e+00 1.197387e-01
3.710500e+00 1.403763e-01
3.959500e+00 1.544859e-01
4.208500e+00 1.802671e-01
4.457500e+00 2.013676e-01
4.706500e+00 2.246363e-01
4.955500e+00 2.350509e-01
5.204500e+00 2.587807e-01
5.453500e+00 2.723294e-01
5.702500e+00 2.749690e-01
5.951500e+00 2.595515e-01
6.200500e+00 2.369670e-01
6.449500e+00 2.105800e-01
6.698500e+00 1.662761e-01
6.947500e+00 1.270649e-01
7.196500e+00 1.263991e-01
7.445499e+00 1.712101e-01
7.694500e+00 2.089669e-01
7.943500e+00 2.163829e-01
8.192500e+00 2.120373e-01
8.441500e+00 2.129205e-01
8.690500e+00 2.037413e-01
8.939501e+00 1.979287e-01
9.188500e+00 1.964246e-01
9.437500e+00 1.937794e-01
9.686501e+00 1.949511e-01
9.935500e+00 1.965030e-01
1.018450e+01 1.984091e-01
1.043350e+01 2.011926e-01
1.068250e+01 2.040509e-01
1.093150e+01 2.082901e-01
1.118050e+01 2.134061e-01
1.142950e+01 2.135147e-01
1.167850e+01 2.137117e-01
1.192750e+01 2.063782e-01
1.217650e+01 1.987496e-01
1.242550e+01 1.915372e-01
1.267450e+01 1.846340e-01
1.292350e+01 1.809707e-01
1.317250e+01 1.808863e-01
1.342150e+01 1.875934e-01
1.367050e+01 1.940631e-01
1.391950e+01 2.019985e-01
1.416850e+01 2.065658e-01
1.441750e+01 2.084777e-01
1.466650e+01 2.122591e-01
1.491550e+01 2.114244e-01
1.516450e+01 2.111452e-01
1.541350e+01 2.088966e-01
1.566250e+01 2.076437e-01
1.591150e+01 2.044963e-01
1.616050e+01 2.012635e-01
1.640950e+01 1.965574e-01
1.665850e+01 1.931495e-01
1.690750e+01 1.900626e-01
1.715650e+01 1.868561e-01
1.740550e+01 1.886976e-01
1.765450e+01 1.903569e-01
1.790350e+01 1.950751e-01
1.815250e+01 1.993839e-01
1.840150e+01 2.043808e-01
1.865050e+01 2.087925e-01
1.889950e+01 2.104892e-01
1.914850e+01 2.073857e-01
1.939750e+01 2.065624e-01
1.964650e+01 2.004312e-01
1.989550e+01 1.999159e-01
2.014450e+01 1.984438e-01
2.039350e+01 1.969000e-01
2.064250e+01 1.974925e-01
2.089150e+01 1.956518e-01
2.114050e+01 1.975755e-01
2.138950e+01 1.981650e-01
2.163850e+01 1.996560e-01
2.188750e+01 2.011420e-01
2.213650e+01 2.022985e-01
2.238550e+01 2.026884e-01
2.263450e+01 2.026701e-01
2.288350e+01 2.033048e-01
2.313250e+01 2.016538e-01
2.338150e+01 1.994434e-01
2.363050e+01 1.981801e-01
2.387950e+01 1.976846e-01
2.412850e+01 1.958145e-01
2.437750e+01 1.961304e-01
2.462650e+01 1.965985e-01
2.487550e+01 1.990387e-01
