# k          S(k)
4.735000e-01 nan
7.225000e-01 6.933044e-02
9.715000e-01 7.073696e-02
1.220500e+00 7.112890e-02
1.469500e+00 7.276543e-02
1.718500e+00 7.422833e-02
1.967500e+00 8.007681e-02
2.216500e+00 8.561816e-02
2.465500e+00 9.192224e-02
2.714500e+00 9.846871e-02
2.963500e+00 1.075633e-01
3.212500e+00 1.155237e-01
3.461500e+00 1.290195e-01
3.710500e+00 1.389804e-01
3.959500e+00 1.626888e-01
4.208500e+00 1.844953e-01
4.457500e+00 2.018955e-01
4.706500e+00 2.203966e-01
4.955500e+00 2.327401e-01
5.204500e+00 2.505727e-01
5.453500e+00 2.574694e-01
5.702500e+00 2.504078e-01
5.951500e+00 2.422632e-01
6.200500e+00 2.265446e-01
6.449500e+00 2.064011e-01
6.698500e+00 1.700219e-01
6.947500e+00 1.463123e-01
7.196500e+00 1.473880e-01
7.445499e+00 1.790788e-01
7.694500e+00 2.081004e-01
7.943500e+00 2.194017e-01
8.192500e+00 2.158735e-01
8.441500e+00 2.111818e-01
8.690500e+00 2.055790e-01
8.939501e+00 2.022616e-01
9.188500e+00 1.980240e-01
9.437500e+00 1.952612e-01
9.686501e+00 1.950327e-01
9.935500e+00 1.969015e-01
1.018450e+01 1.966288e-01
1.043350e+01 1.978939e-01
1.068250e+01 2.010114e-01
1.093150e+01 2.020543e-01
1.118050e+01 2.036173e-01
1.142950e+01 2.053229e-01
1.167850e+01 2.035003e-01
1.192750e+01 2.044629e-01
1.217650e+01 1.993771e-01
1.242550e+01 1.970963e-01
1.267450e+01 1.924395e-01
1.292350e+01 1.925165e-01
1.317250e+01 1.946430e-01
1.342150e+01 1.948997e-01
1.367050e+01 1.988056e-01
1.391950e+01 2.001706e-01
1.416850e+01 2.036821e-01
1.441750e+01 2.046704e-01
1.466650e+01 2.048622e-01
1.491550e+01 2.045611e-01
1.516450e+01 2.040035e-01
1.541350e+01 2.038279e-01
1.566250e+01 2.027500e-01
1.591150e+01 2.015008e-01
1.616050e+01 2.005398e-01
1.640950e+01 1.984280e-01
1.665850e+01 1.969966e-01
1.690750e+01 1.959064e-01
1.715650e+01 1.961058e-01
1.740550e+01 1.957211e-01
1.765450e+01 1.962826e-01
1.790350e+01 1.982577e-01
1.815250e+01 1.994287e-01
1.840150e+01 2.013877e-01
1.865050e+01 2.015189e-01
1.889950e+01 2.023309e-01
1.914850e+01 2.027808e-01
1.939750e+01 2.016836e-01
1.964650e+01 2.010651e-01
1.989550e+01 2.006252e-01
2.014450e+01 1.998433e-01
2.039350e+01 1.995107e-01
2.064250e+01 1.994435e-01
2.089150e+01 1.990677e-01
2.114050e+01 1.990733e-01
2.138950e+01 1.997327e-01
2.163850e+01 1.998786e-01
2.188750e+01 1.994453e-01
2.213650e+01 2.005158e-01
2.238550e+01 2.009319e-01
2.263450e+01 2.014860e-01
2.288350e+01 2.007573e-01
2.313250e+01 1.998934e-01
2.338150e+01 2.010288e-01
2.363050e+01 1.999540e-01
2.387950e+01 1.998764e-01
2.412850e+01 1.991741e-01
2.437750e+01 1.983816e-01
2.462650e+01 1.988688e-01
2.487550e+01 1.996972e-01
