# k          S(k)
4.735000e-01 nan
7.225000e-01 -9.607807e-03
9.715000e-01 -1.029333e-02
1.220500e+00 -1.187474e-02
1.469500e+00 -1.303904e-02
1.718500e+00 -1.257863e-02
1.967500e+00 -1.546072e-02
2.216500e+00 -1.771811e-02
2.465500e+00 -2.115945e-02
2.714500e+00 -2.654490e-02
2.963500e+00 -3.015978e-02
3.212500e+00 -3.582749e-02
3.461500e+00 -4.128543e-02
3.710500e+00 -5.003227e-02
3.959500e+00 -6.487277e-02
4.208500e+00 -8.224315e-02
4.457500e+00 -1.005166e-01
4.706500e+00 -1.229049e-01
4.955500e+00 -1.456913e-01
5.204500e+00 -1.696060e-01
5.453500e+00 -2.017835e-01
5.702500e+00 -2.312922e-01
5.951500e+00 -2.557822e-01
6.200500e+00 -2.744481e-01
6.449500e+00 -2.809345e-01
6.698500e+00 -2.494581e-01
6.947500e+00 -1.400599e-01
7.196500e+00 8.865885e-02
7.445499e+00 2.691291e-01
7.694500e+00 3.109781e-01
7.943500e+00 2.577489e-01
8.192500e+00 2.047687e-01
8.441500e+00 1.589775e-01
8.690500e+00 1.272359e-01
8.939501e+00 9.908966e-02
9.188500e+00 7.947082e-02
9.437500e+00 5.992467e-02
9.686501e+00 4.419246e-02
9.935500e+00 2.616997e-02
1.018450e+01 1.060633e-02
1.043350e+01 -7.108193e-03
1.068250e+01 -2.473804e-02
1.093150e+01 -4.623744e-02
1.118050e+01 -6.584921e-02
1.142950e+01 -8.766799e-02
1.167850e+01 -1.059784e-01
1.192750e+01 -1.158472e-01
1.217650e+01 -1.161336e-01
1.242550e+01 -9.761091e-02
1.267450e+01 -7.190441e-02
1.292350e+01 -4.413487e-02
1.317250e+01 -2.172024e-02
1.342150e+01 -6.164511e-03
1.367050e+01 4.942629e-03
1.391950e+01 1.171737e-02
1.416850e+01 1.810798e-02
1.441750e+01 2.708483e-02
1.466650e+01 3.430745e-02
1.491550e+01 4.278333e-02
1.516450e+01 4.926552e-02
1.541350e+01 5.536567e-02
1.566250e+01 5.691500e-02
1.591150e+01 5.679693e-02
1.616050e+01 5.253274e-02
1.640950e+01 4.993448e-02
1.665850e+01 4.177653e-02
1.690750e+01 3.323774e-02
1.715650e+01 2.179463e-02
1.740550e+01 7.978695e-03
1.765450e+01 -7.442195e-03
1.790350e+01 -2.393038e-02
1.815250e+01 -3.755478e-02
1.840150e+01 -4.888088e-02
1.865050e+01 -5.267710e-02
1.889950e+01 -5.194243e-02
1.914850e+01 -4.764944e-02
1.939750e+01 -4.099638e-02
1.964650e+01 -3.234836e-02
1.989550e+01 -2.548580e-02
2.014450e+01 -1.923656e-02
2.039350e+01 -1.201371e-02
2.064250e+01 -4.343353e-03
2.089150e+01 1.958098e-03
2.114050e+01 7.013555e-03
2.138950e+01 1.161134e-02
2.163850e+01 1.438638e-02
2.188750e+01 1.877719e-02
2.213650e+01 2.301657e-02
2.238550e+01 2.486559e-02
2.263450e+01 2.686628e-02
2.288350e+01 2.745514e-02
2.313250e+01 2.842404e-02
2.338150e+01 2.568501e-02
2.363050e+01 2.350822e-02
2.387950e+01 1.750487e-02
2.412850e+01 1.237538e-02
2.437750e+01 6.632202e-03
2.462650e+01 -1.963793e-03
2.487550e+01 -6.915669e-03
