# r          S(k)
4.735000e-01 nan
7.225000e-01 3.385831e-03
9.715000e-01 3.847243e-03
1.220500e+00 4.195509e-03
1.469500e+00 4.643860e-03
1.718500e+00 5.100387e-03
1.967500e+00 5.933607e-03
2.216500e+00 6.723381e-03
2.465500e+00 8.094258e-03
2.714500e+00 9.777339e-03
2.963500e+00 1.202757e-02
3.212500e+00 1.468498e-02
3.461500e+00 1.749622e-02
3.710500e+00 2.227088e-02
3.959500e+00 3.171414e-02
4.208500e+00 4.490195e-02
4.457500e+00 5.965327e-02
4.706500e+00 8.341818e-02
4.955500e+00 1.081522e-01
5.204500e+00 1.550805e-01
5.453500e+00 2.191307e-01
5.702500e+00 3.147793e-01
5.951500e+00 4.490314e-01
6.200500e+00 6.509050e-01
6.449500e+00 9.162428e-01
6.698500e+00 1.480821e+00
6.947500e+00 2.176510e+00
7.196500e+00 2.674095e+00
7.445499e+00 2.438834e+00
7.694500e+00 1.713566e+00
7.943500e+00 1.073902e+00
8.192500e+00 7.494329e-01
8.441500e+00 5.422751e-01
8.690500e+00 4.255780e-01
8.939501e+00 3.522370e-01
9.188500e+00 3.079115e-01
9.437500e+00 2.839863e-01
9.686501e+00 2.750977e-01
9.935500e+00 2.816666e-01
1.018450e+01 3.022400e-01
1.043350e+01 3.401522e-01
1.068250e+01 3.931551e-01
1.093150e+01 4.709693e-01
1.118050e+01 5.812832e-01
1.142950e+01 7.385684e-01
1.167850e+01 9.108810e-01
1.192750e+01 1.124881e+00
1.217650e+01 1.294279e+00
1.242550e+01 1.378285e+00
1.267450e+01 1.363845e+00
1.292350e+01 1.265408e+00
1.317250e+01 1.124922e+00
1.342150e+01 1.011901e+00
1.367050e+01 9.146764e-01
1.391950e+01 8.456731e-01
1.416850e+01 7.864805e-01
1.441750e+01 7.389032e-01
1.466650e+01 6.775874e-01
1.491550e+01 6.273983e-01
1.516450e+01 5.783142e-01
1.541350e+01 5.434301e-01
1.566250e+01 5.216945e-01
1.591150e+01 5.171291e-01
1.616050e+01 5.260740e-01
1.640950e+01 5.517682e-01
1.665850e+01 5.912668e-01
1.690750e+01 6.542310e-01
1.715650e+01 7.274723e-01
1.740550e+01 8.278981e-01
1.765450e+01 9.242048e-01
1.790350e+01 1.025341e+00
1.815250e+01 1.090407e+00
1.840150e+01 1.119221e+00
1.865050e+01 1.106094e+00
1.889950e+01 1.053107e+00
1.914850e+01 9.873943e-01
1.939750e+01 9.224602e-01
1.964650e+01 8.662312e-01
1.989550e+01 8.162951e-01
2.014450e+01 7.686024e-01
2.039350e+01 7.285363e-01
2.064250e+01 6.919688e-01
2.089150e+01 6.572766e-01
2.114050e+01 6.343107e-01
2.138950e+01 6.184198e-01
2.163850e+01 6.110716e-01
2.188750e+01 6.194679e-01
2.213650e+01 6.354957e-01
2.238550e+01 6.618394e-01
2.263450e+01 7.020139e-01
2.288350e+01 7.513191e-01
2.313250e+01 8.083554e-01
2.338150e+01 8.666943e-01
2.363050e+01 9.206711e-01
2.387950e+01 9.654872e-01
2.412850e+01 9.868780e-01
2.437750e+01 9.947944e-01
2.462650e+01 9.757114e-01
2.487550e+01 9.405323e-01
