# k          S(k)
4.735000e-01 nan
7.225000e-01 -1.520074e-02
9.715000e-01 -1.808368e-02
1.220500e+00 -1.897390e-02
1.469500e+00 -2.150134e-02
1.718500e+00 -2.092994e-02
1.967500e+00 -2.452847e-02
2.216500e+00 -2.702655e-02
2.465500e+00 -3.097498e-02
2.714500e+00 -3.742036e-02
2.963500e+00 -4.307588e-02
3.212500e+00 -4.717333e-02
3.461500e+00 -5.368201e-02
3.710500e+00 -6.511366e-02
3.959500e+00 -7.599095e-02
4.208500e+00 -9.227253e-02
4.457500e+00 -1.086916e-01
4.706500e+00 -1.236043e-01
4.955500e+00 -1.411170e-01
5.204500e+00 -1.621556e-01
5.453500e+00 -1.839785e-01
5.702500e+00 -2.047336e-01
5.951500e+00 -2.203220e-01
6.200500e+00 -2.266388e-01
6.449500e+00 -2.220040e-01
6.698500e+00 -1.812348e-01
6.947500e+00 -8.409361e-02
7.196500e+00 6.375795e-02
7.445499e+00 1.927844e-01
7.694500e+00 2.327304e-01
7.943500e+00 2.060174e-01
8.192500e+00 1.730264e-01
8.441500e+00 1.413625e-01
8.690500e+00 1.128818e-01
8.939501e+00 9.029743e-02
9.188500e+00 7.105905e-02
9.437500e+00 5.192007e-02
9.686501e+00 3.895246e-02
9.935500e+00 2.307946e-02
1.018450e+01 9.566916e-03
1.043350e+01 -4.923501e-03
1.068250e+01 -1.652901e-02
1.093150e+01 -3.119805e-02
1.118050e+01 -4.341198e-02
1.142950e+01 -5.579877e-02
1.167850e+01 -6.821398e-02
1.192750e+01 -7.703036e-02
1.217650e+01 -7.782988e-02
1.242550e+01 -7.601988e-02
1.267450e+01 -6.620285e-02
1.292350e+01 -5.233586e-02
1.317250e+01 -3.644747e-02
1.342150e+01 -2.267640e-02
1.367050e+01 -1.048318e-02
1.391950e+01 -1.760537e-03
1.416850e+01 8.279773e-03
1.441750e+01 1.635861e-02
1.466650e+01 2.617091e-02
1.491550e+01 3.199034e-02
1.516450e+01 3.714434e-02
1.541350e+01 4.015372e-02
1.566250e+01 4.160549e-02
1.591150e+01 4.066796e-02
1.616050e+01 4.062672e-02
1.640950e+01 3.706032e-02
1.665850e+01 3.163005e-02
1.690750e+01 2.576333e-02
1.715650e+01 1.931480e-02
1.740550e+01 1.212867e-02
1.765450e+01 3.849933e-03
1.790350e+01 -4.567225e-03
1.815250e+01 -1.161294e-02
1.840150e+01 -2.011079e-02
1.865050e+01 -2.510276e-02
1.889950e+01 -2.961560e-02
1.914850e+01 -3.032882e-02
1.939750e+01 -2.963839e-02
1.964650e+01 -2.758657e-02
1.989550e+01 -2.587868e-02
2.014450e+01 -2.086126e-02
2.039350e+01 -1.743647e-02
2.064250e+01 -1.254078e-02
2.089150e+01 -8.472297e-03
2.114050e+01 -4.031828e-03
2.138950e+01 7.557773e-04
2.163850e+01 4.375158e-03
2.188750e+01 7.243714e-03
2.213650e+01 1.042644e-02
2.238550e+01 1.302374e-02
2.263450e+01 1.556634e-02
2.288350e+01 1.678853e-02
2.313250e+01 1.773132e-02
2.338150e+01 1.729223e-02
2.363050e+01 1.756501e-02
2.387950e+01 1.597099e-02
2.412850e+01 1.396548e-02
2.437750e+01 1.075371e-02
2.462650e+01 7.778215e-03
2.487550e+01 4.121157e-03
