# r          S(k)
4.735000e-01 nan
7.225000e-01 -1.143189e-02
9.715000e-01 -1.193813e-02
1.220500e+00 -1.238138e-02
1.469500e+00 -1.263440e-02
1.718500e+00 -1.348315e-02
1.967500e+00 -1.463129e-02
2.216500e+00 -1.659082e-02
2.465500e+00 -2.020051e-02
2.714500e+00 -2.331651e-02
2.963500e+00 -2.851749e-02
3.212500e+00 -3.203569e-02
3.461500e+00 -3.707467e-02
3.710500e+00 -4.563573e-02
3.959500e+00 -5.831493e-02
4.208500e+00 -7.323981e-02
4.457500e+00 -9.052650e-02
4.706500e+00 -1.119007e-01
4.955500e+00 -1.339282e-01
5.204500e+00 -1.624493e-01
5.453500e+00 -1.951196e-01
5.702500e+00 -2.362148e-01
5.951500e+00 -2.704595e-01
6.200500e+00 -3.016929e-01
6.449500e+00 -3.121343e-01
6.698500e+00 -2.778926e-01
6.947500e+00 -1.607485e-01
7.196500e+00 6.062287e-02
7.445499e+00 2.439268e-01
7.694500e+00 3.035187e-01
7.943500e+00 2.764180e-01
8.192500e+00 2.330012e-01
8.441500e+00 1.894974e-01
8.690500e+00 1.511884e-01
8.939501e+00 1.211095e-01
9.188500e+00 9.827042e-02
9.437500e+00 7.601321e-02
9.686501e+00 5.863206e-02
9.935500e+00 3.895098e-02
1.018450e+01 2.084977e-02
1.043350e+01 7.935320e-04
1.068250e+01 -1.835541e-02
1.093150e+01 -3.981518e-02
1.118050e+01 -6.537350e-02
1.142950e+01 -9.168559e-02
1.167850e+01 -1.168886e-01
1.192750e+01 -1.367155e-01
1.217650e+01 -1.459585e-01
1.242550e+01 -1.367417e-01
1.267450e+01 -1.059474e-01
1.292350e+01 -7.035179e-02
1.317250e+01 -3.804685e-02
1.342150e+01 -1.243385e-02
1.367050e+01 2.177016e-03
1.391950e+01 1.254974e-02
1.416850e+01 2.256791e-02
1.441750e+01 3.335848e-02
1.466650e+01 4.414324e-02
1.491550e+01 5.498298e-02
1.516450e+01 6.357209e-02
1.541350e+01 7.322916e-02
1.566250e+01 7.712287e-02
1.591150e+01 7.910992e-02
1.616050e+01 7.836837e-02
1.640950e+01 7.413415e-02
1.665850e+01 6.625687e-02
1.690750e+01 5.330421e-02
1.715650e+01 3.939748e-02
1.740550e+01 1.845723e-02
1.765450e+01 -5.858234e-03
1.790350e+01 -3.504442e-02
1.815250e+01 -6.051552e-02
1.840150e+01 -8.081504e-02
1.865050e+01 -9.118561e-02
1.889950e+01 -9.021639e-02
1.914850e+01 -8.303823e-02
1.939750e+01 -6.736425e-02
1.964650e+01 -4.998969e-02
1.989550e+01 -3.582427e-02
2.014450e+01 -2.246910e-02
2.039350e+01 -1.044849e-02
2.064250e+01 -5.010120e-04
2.089150e+01 7.886606e-03
2.114050e+01 1.400537e-02
2.138950e+01 2.072598e-02
2.163850e+01 2.682059e-02
2.188750e+01 3.246314e-02
2.213650e+01 3.783824e-02
2.238550e+01 4.382865e-02
2.263450e+01 4.802682e-02
2.288350e+01 5.030224e-02
2.313250e+01 5.179492e-02
2.338150e+01 4.931290e-02
2.363050e+01 4.333453e-02
2.387950e+01 3.511257e-02
2.412850e+01 2.013717e-02
2.437750e+01 5.601967e-03
2.462650e+01 -1.059424e-02
2.487550e+01 -2.504801e-02
