# r          S(k)
4.735000e-01 nan
7.225000e-01 1.127660e-01
9.715000e-01 1.017179e-01
1.220500e+00 1.074380e-01
1.469500e+00 1.016415e-01
1.718500e+00 1.027327e-01
1.967500e+00 1.055061e-01
2.216500e+00 1.062760e-01
2.465500e+00 1.097677e-01
2.714500e+00 1.120051e-01
2.963500e+00 1.192342e-01
3.212500e+00 1.252500e-01
3.461500e+00 1.285319e-01
3.710500e+00 1.403451e-01
3.959500e+00 1.556245e-01
4.208500e+00 1.704462e-01
4.457500e+00 1.841934e-01
4.706500e+00 1.991809e-01
4.955500e+00 2.136262e-01
5.204500e+00 2.291384e-01
5.453500e+00 2.451938e-01
5.702500e+00 2.497934e-01
5.951500e+00 2.482337e-01
6.200500e+00 2.335820e-01
6.449500e+00 2.156621e-01
6.698500e+00 1.792344e-01
6.947500e+00 1.487719e-01
7.196500e+00 1.456734e-01
7.445499e+00 1.726809e-01
7.694500e+00 2.058849e-01
7.943500e+00 2.250101e-01
8.192500e+00 2.281260e-01
8.441500e+00 2.217241e-01
8.690500e+00 2.138261e-01
8.939501e+00 2.100813e-01
9.188500e+00 2.036978e-01
9.437500e+00 1.959730e-01
9.686501e+00 1.922901e-01
9.935500e+00 1.897138e-01
1.018450e+01 1.897160e-01
1.043350e+01 1.908165e-01
1.068250e+01 1.932651e-01
1.093150e+01 1.965905e-01
1.118050e+01 2.011099e-01
1.142950e+01 2.039927e-01
1.167850e+01 2.076284e-01
1.192750e+01 2.069911e-01
1.217650e+01 2.038050e-01
1.242550e+01 1.992238e-01
1.267450e+01 1.916876e-01
1.292350e+01 1.887955e-01
1.317250e+01 1.876107e-01
1.342150e+01 1.906612e-01
1.367050e+01 1.947998e-01
1.391950e+01 2.001919e-01
1.416850e+01 2.048499e-01
1.441750e+01 2.079301e-01
1.466650e+01 2.099809e-01
1.491550e+01 2.118137e-01
1.516450e+01 2.107445e-01
1.541350e+01 2.098374e-01
1.566250e+01 2.085067e-01
1.591150e+01 2.047997e-01
1.616050e+01 2.032557e-01
1.640950e+01 1.981314e-01
1.665850e+01 1.946114e-01
1.690750e+01 1.919961e-01
1.715650e+01 1.889899e-01
1.740550e+01 1.875671e-01
1.765450e+01 1.891896e-01
1.790350e+01 1.912173e-01
1.815250e+01 1.960972e-01
1.840150e+01 2.004487e-01
1.865050e+01 2.036611e-01
1.889950e+01 2.060510e-01
1.914850e+01 2.067680e-01
1.939750e+01 2.059542e-01
1.964650e+01 2.040038e-01
1.989550e+01 2.025095e-01
2.014450e+01 2.000141e-01
2.039350e+01 1.990146e-01
2.064250e+01 1.976090e-01
2.089150e+01 1.979521e-01
2.114050e+01 1.985629e-01
2.138950e+01 1.988375e-01
2.163850e+01 2.000004e-01
2.188750e+01 2.012381e-01
2.213650e+01 2.023272e-01
2.238550e+01 2.030172e-01
2.263450e+01 2.038475e-01
2.288350e+01 2.033397e-01
2.313250e+01 2.024469e-01
2.338150e+01 2.006802e-01
2.363050e+01 1.992295e-01
2.387950e+01 1.979798e-01
2.412850e+01 1.960793e-01
2.437750e+01 1.954896e-01
2.462650e+01 1.949122e-01
2.487550e+01 1.956427e-01
