# k          S(k)
4.735000e-01 nan
7.225000e-01 -8.422340e-03
9.715000e-01 -9.358170e-03
1.220500e+00 -1.218809e-02
1.469500e+00 -1.101014e-02
1.718500e+00 -1.289149e-02
1.967500e+00 -1.400130e-02
2.216500e+00 -1.715600e-02
2.465500e+00 -1.964149e-02
2.714500e+00 -2.460391e-02
2.963500e+00 -2.888815e-02
3.212500e+00 -3.127518e-02
3.461500e+00 -3.828501e-02
3.710500e+00 -5.102046e-02
3.959500e+00 -6.129009e-02
4.208500e+00 -8.137405e-02
4.457500e+00 -1.000079e-01
4.706500e+00 -1.221530e-01
4.955500e+00 -1.395603e-01
5.204500e+00 -1.728573e-01
5.453500e+00 -2.052430e-01
5.702500e+00 -2.429645e-01
5.951500e+00 -2.654217e-01
6.200500e+00 -2.853665e-01
6.449500e+00 -2.983287e-01
6.698500e+00 -2.661984e-01
6.947500e+00 -1.453174e-01
7.196500e+00 8.864155e-02
7.445499e+00 2.930113e-01
7.694500e+00 3.316918e-01
7.943500e+00 2.628159e-01
8.192500e+00 2.045082e-01
8.441500e+00 1.665731e-01
8.690500e+00 1.292108e-01
8.939501e+00 1.009794e-01
9.188500e+00 8.236010e-02
9.437500e+00 6.200134e-02
9.686501e+00 4.618483e-02
9.935500e+00 2.717503e-02
1.018450e+01 9.710332e-03
1.043350e+01 -7.717505e-03
1.068250e+01 -2.734531e-02
1.093150e+01 -4.737996e-02
1.118050e+01 -7.153799e-02
1.142950e+01 -9.337268e-02
1.167850e+01 -1.111087e-01
1.192750e+01 -1.250707e-01
1.217650e+01 -1.236744e-01
1.242550e+01 -9.934751e-02
1.267450e+01 -7.155724e-02
1.292350e+01 -4.281365e-02
1.317250e+01 -1.967350e-02
1.342150e+01 -1.889647e-03
1.367050e+01 6.320588e-03
1.391950e+01 1.300947e-02
1.416850e+01 1.870927e-02
1.441750e+01 2.661937e-02
1.466650e+01 3.412915e-02
1.491550e+01 4.374363e-02
1.516450e+01 5.163993e-02
1.541350e+01 5.971446e-02
1.566250e+01 6.069253e-02
1.591150e+01 5.991539e-02
1.616050e+01 5.755705e-02
1.640950e+01 5.275044e-02
1.665850e+01 4.486344e-02
1.690750e+01 3.513534e-02
1.715650e+01 2.201085e-02
1.740550e+01 6.556139e-03
1.765450e+01 -9.900904e-03
1.790350e+01 -2.929241e-02
1.815250e+01 -4.516619e-02
1.840150e+01 -5.631042e-02
1.865050e+01 -5.973079e-02
1.889950e+01 -5.565752e-02
1.914850e+01 -4.947413e-02
1.939750e+01 -4.325048e-02
1.964650e+01 -3.483648e-02
1.989550e+01 -2.323351e-02
2.014450e+01 -1.729356e-02
2.039350e+01 -8.193613e-03
2.064250e+01 -9.876899e-04
2.089150e+01 2.794087e-03
2.114050e+01 7.597051e-03
2.138950e+01 1.227478e-02
2.163850e+01 1.782526e-02
2.188750e+01 2.157087e-02
2.213650e+01 2.389714e-02
2.238550e+01 2.816942e-02
2.263450e+01 2.974096e-02
2.288350e+01 3.043982e-02
2.313250e+01 3.085285e-02
2.338150e+01 2.910608e-02
2.363050e+01 2.465801e-02
2.387950e+01 1.804689e-02
2.412850e+01 1.107918e-02
2.437750e+01 4.025183e-03
2.462650e+01 -4.273658e-03
2.487550e+01 -1.067556e-02
