# k          S(k)
4.735000e-01 nan
7.225000e-01 -3.739407e-02
9.715000e-01 -3.587057e-02
1.220500e+00 -3.727518e-02
1.469500e+00 -3.732251e-02
1.718500e+00 -3.818433e-02
1.967500e+00 -4.407163e-02
2.216500e+00 -4.753233e-02
2.465500e+00 -5.150958e-02
2.714500e+00 -5.557635e-02
2.963500e+00 -6.377015e-02
3.212500e+00 -6.869521e-02
3.461500e+00 -7.034874e-02
3.710500e+00 -7.847551e-02
3.959500e+00 -8.743704e-02
4.208500e+00 -9.816783e-02
4.457500e+00 -1.107728e-01
4.706500e+00 -1.184172e-01
4.955500e+00 -1.242519e-01
5.204500e+00 -1.331585e-01
5.453500e+00 -1.428033e-01
5.702500e+00 -1.471041e-01
5.951500e+00 -1.488826e-01
6.200500e+00 -1.378438e-01
6.449500e+00 -1.290991e-01
6.698500e+00 -8.855136e-02
6.947500e+00 -4.542917e-02
7.196500e+00 1.573922e-02
7.445499e+00 6.876763e-02
7.694500e+00 1.037449e-01
7.943500e+00 1.135288e-01
8.192500e+00 1.086404e-01
8.441500e+00 9.956871e-02
8.690500e+00 8.754177e-02
8.939501e+00 7.123230e-02
9.188500e+00 6.156372e-02
9.437500e+00 4.861922e-02
9.686501e+00 3.852020e-02
9.935500e+00 2.831334e-02
1.018450e+01 1.750231e-02
1.043350e+01 8.471612e-03
1.068250e+01 5.727821e-04
1.093150e+01 -7.014204e-03
1.118050e+01 -1.333323e-02
1.142950e+01 -1.903482e-02
1.167850e+01 -2.665629e-02
1.192750e+01 -2.800606e-02
1.217650e+01 -3.534449e-02
1.242550e+01 -3.578584e-02
1.267450e+01 -3.849223e-02
1.292350e+01 -3.675750e-02
1.317250e+01 -3.489629e-02
1.342150e+01 -3.038390e-02
1.367050e+01 -2.428391e-02
1.391950e+01 -2.028477e-02
1.416850e+01 -1.394482e-02
1.441750e+01 -7.138573e-03
1.466650e+01 1.385235e-03
1.491550e+01 4.623977e-03
1.516450e+01 9.234478e-03
1.541350e+01 1.270065e-02
1.566250e+01 1.622355e-02
1.591150e+01 1.821504e-02
1.616050e+01 1.954144e-02
1.640950e+01 2.009125e-02
1.665850e+01 2.009900e-02
1.690750e+01 1.737024e-02
1.715650e+01 1.657006e-02
1.740550e+01 1.534398e-02
1.765450e+01 1.359678e-02
1.790350e+01 1.011728e-02
1.815250e+01 7.459546e-03
1.840150e+01 5.365191e-03
1.865050e+01 1.405446e-03
1.889950e+01 -1.054661e-03
1.914850e+01 -4.278937e-03
1.939750e+01 -5.859588e-03
1.964650e+01 -9.687373e-03
1.989550e+01 -9.329255e-03
2.014450e+01 -1.053667e-02
2.039350e+01 -1.126294e-02
2.064250e+01 -1.111047e-02
2.089150e+01 -1.094941e-02
2.114050e+01 -1.149126e-02
2.138950e+01 -8.580302e-03
2.163850e+01 -7.677705e-03
2.188750e+01 -6.210160e-03
2.213650e+01 -4.656952e-03
2.238550e+01 -2.569135e-03
2.263450e+01 -4.408605e-04
2.288350e+01 2.286052e-04
2.313250e+01 1.680814e-03
2.338150e+01 2.861126e-03
2.363050e+01 4.709017e-03
2.387950e+01 5.016761e-03
2.412850e+01 5.599568e-03
2.437750e+01 5.598158e-03
2.462650e+01 6.313970e-03
2.487550e+01 6.588730e-03
