# k          S(k)
4.735000e-01 nan
7.225000e-01 6.476422e-02
9.715000e-01 6.838025e-02
1.220500e+00 7.397716e-02
1.469500e+00 6.762126e-02
1.718500e+00 7.298814e-02
1.967500e+00 7.532035e-02
2.216500e+00 8.111291e-02
2.465500e+00 8.420204e-02
2.714500e+00 9.675167e-02
2.963500e+00 1.056404e-01
3.212500e+00 1.091622e-01
3.461500e+00 1.215401e-01
3.710500e+00 1.452654e-01
3.959500e+00 1.574322e-01
4.208500e+00 1.837756e-01
4.457500e+00 2.031364e-01
4.706500e+00 2.247507e-01
4.955500e+00 2.336169e-01
5.204500e+00 2.561688e-01
5.453500e+00 2.656023e-01
5.702500e+00 2.676822e-01
5.951500e+00 2.516022e-01
6.200500e+00 2.319442e-01
6.449500e+00 2.087408e-01
6.698500e+00 1.699930e-01
6.947500e+00 1.358097e-01
7.196500e+00 1.363156e-01
7.445499e+00 1.764296e-01
7.694500e+00 2.085043e-01
7.943500e+00 2.170789e-01
8.192500e+00 2.111517e-01
8.441500e+00 2.098504e-01
8.690500e+00 2.044264e-01
8.939501e+00 1.985086e-01
9.188500e+00 1.966865e-01
9.437500e+00 1.952104e-01
9.686501e+00 1.948651e-01
9.935500e+00 1.968050e-01
1.018450e+01 1.987770e-01
1.043350e+01 1.993156e-01
1.068250e+01 2.025782e-01
1.093150e+01 2.075663e-01
1.118050e+01 2.102552e-01
1.142950e+01 2.104839e-01
1.167850e+01 2.075033e-01
1.192750e+01 2.046047e-01
1.217650e+01 1.983989e-01
1.242550e+01 1.937450e-01
1.267450e+01 1.888679e-01
1.292350e+01 1.874927e-01
1.317250e+01 1.884770e-01
1.342150e+01 1.931878e-01
1.367050e+01 1.965666e-01
1.391950e+01 2.028927e-01
1.416850e+01 2.035434e-01
1.441750e+01 2.057690e-01
1.466650e+01 2.047108e-01
1.491550e+01 2.074560e-01
1.516450e+01 2.056945e-01
1.541350e+01 2.066845e-01
1.566250e+01 2.032089e-01
1.591150e+01 2.015749e-01
1.616050e+01 2.007663e-01
1.640950e+01 1.986060e-01
1.665850e+01 1.968855e-01
1.690750e+01 1.950528e-01
1.715650e+01 1.943770e-01
1.740550e+01 1.951258e-01
1.765450e+01 1.946997e-01
1.790350e+01 1.964208e-01
1.815250e+01 1.998727e-01
1.840150e+01 2.026871e-01
1.865050e+01 2.031609e-01
1.889950e+01 2.040890e-01
1.914850e+01 2.025606e-01
1.939750e+01 2.022811e-01
1.964650e+01 2.002255e-01
1.989550e+01 2.004725e-01
2.014450e+01 1.998661e-01
2.039350e+01 1.998446e-01
2.064250e+01 1.999602e-01
2.089150e+01 1.992979e-01
2.114050e+01 1.994747e-01
2.138950e+01 1.991528e-01
2.163850e+01 1.999963e-01
2.188750e+01 1.994507e-01
2.213650e+01 2.001381e-01
2.238550e+01 1.999943e-01
2.263450e+01 2.010006e-01
2.288350e+01 2.012924e-01
2.313250e+01 2.011520e-01
2.338150e+01 1.996722e-01
2.363050e+01 1.985346e-01
2.387950e+01 1.993529e-01
2.412850e+01 1.997700e-01
2.437750e+01 1.986568e-01
2.462650e+01 1.985636e-01
2.487550e+01 1.993997e-01
