# k          S(k)
4.735000e-01 nan
7.225000e-01 1.387034e-02
9.715000e-01 1.626789e-02
1.220500e+00 1.665769e-02
1.469500e+00 1.771277e-02
1.718500e+00 1.764015e-02
1.967500e+00 2.058082e-02
2.216500e+00 2.249356e-02
2.465500e+00 2.618731e-02
2.714500e+00 3.064758e-02
2.963500e+00 3.567345e-02
3.212500e+00 4.035895e-02
3.461500e+00 4.586483e-02
3.710500e+00 5.578982e-02
3.959500e+00 6.932602e-02
4.208500e+00 8.935849e-02
4.457500e+00 1.105295e-01
4.706500e+00 1.353461e-01
4.955500e+00 1.677539e-01
5.204500e+00 2.170036e-01
5.453500e+00 2.840169e-01
5.702500e+00 3.828358e-01
5.951500e+00 5.053595e-01
6.200500e+00 6.968125e-01
6.449500e+00 9.122907e-01
6.698500e+00 1.368704e+00
6.947500e+00 1.821154e+00
7.196500e+00 2.146116e+00
7.445499e+00 2.028269e+00
7.694500e+00 1.621986e+00
7.943500e+00 1.146726e+00
8.192500e+00 8.872305e-01
8.441500e+00 6.967073e-01
8.690500e+00 5.837671e-01
8.939501e+00 5.062545e-01
9.188500e+00 4.655200e-01
9.437500e+00 4.328976e-01
9.686501e+00 4.152922e-01
9.935500e+00 4.182669e-01
1.018450e+01 4.313552e-01
1.043350e+01 4.635777e-01
1.068250e+01 5.035350e-01
1.093150e+01 5.530357e-01
1.118050e+01 6.206911e-01
1.142950e+01 7.095097e-01
1.167850e+01 8.004712e-01
1.192750e+01 9.015164e-01
1.217650e+01 9.876804e-01
1.242550e+01 1.057534e+00
1.267450e+01 1.087047e+00
1.292350e+01 1.079553e+00
1.317250e+01 1.050680e+00
1.342150e+01 1.010009e+00
1.367050e+01 9.681177e-01
1.391950e+01 9.300474e-01
1.416850e+01 8.751764e-01
1.441750e+01 8.408742e-01
1.466650e+01 7.908496e-01
1.491550e+01 7.557064e-01
1.516450e+01 7.159906e-01
1.541350e+01 6.896184e-01
1.566250e+01 6.635088e-01
1.591150e+01 6.501936e-01
1.616050e+01 6.466718e-01
1.640950e+01 6.497194e-01
1.665850e+01 6.619726e-01
1.690750e+01 6.805069e-01
1.715650e+01 7.081735e-01
1.740550e+01 7.399428e-01
1.765450e+01 7.774917e-01
1.790350e+01 8.154225e-01
1.815250e+01 8.502494e-01
1.840150e+01 8.843215e-01
1.865050e+01 9.003714e-01
1.889950e+01 9.131645e-01
1.914850e+01 9.222176e-01
1.939750e+01 9.135625e-01
1.964650e+01 8.971817e-01
1.989550e+01 8.775539e-01
2.014450e+01 8.575382e-01
2.039350e+01 8.376377e-01
2.064250e+01 8.102968e-01
2.089150e+01 7.870805e-01
2.114050e+01 7.706515e-01
2.138950e+01 7.541822e-01
2.163850e+01 7.439689e-01
2.188750e+01 7.353256e-01
2.213650e+01 7.299784e-01
2.238550e+01 7.302467e-01
2.263450e+01 7.343093e-01
2.288350e+01 7.405993e-01
2.313250e+01 7.510542e-01
2.338150e+01 7.643931e-01
2.363050e+01 7.778937e-01
2.387950e+01 7.947256e-01
2.412850e+01 8.090543e-01
2.437750e+01 8.200960e-01
2.462650e+01 8.342519e-01
2.487550e+01 8.446950e-01
