# k          S(k)
4.735000e-01 nan
7.225000e-01 5.851026e-03
9.715000e-01 6.344754e-03
1.220500e+00 7.591180e-03
1.469500e+00 7.650733e-03
1.718500e+00 8.270944e-03
1.967500e+00 9.456877e-03
2.216500e+00 1.096766e-02
2.465500e+00 1.241876e-02
2.714500e+00 1.552404e-02
2.963500e+00 1.776437e-02
3.212500e+00 1.988613e-02
3.461500e+00 2.454871e-02
3.710500e+00 3.234266e-02
3.959500e+00 4.107596e-02
4.208500e+00 5.751574e-02
4.457500e+00 7.568221e-02
4.706500e+00 9.964863e-02
4.955500e+00 1.242414e-01
5.204500e+00 1.722014e-01
5.453500e+00 2.358083e-01
5.702500e+00 3.357894e-01
5.951500e+00 4.593312e-01
6.200500e+00 6.403270e-01
6.449500e+00 8.895921e-01
6.698500e+00 1.416608e+00
6.947500e+00 2.073785e+00
7.196500e+00 2.671423e+00
7.445499e+00 2.414400e+00
7.694500e+00 1.710345e+00
7.943500e+00 1.043760e+00
8.192500e+00 7.286469e-01
8.441500e+00 5.487858e-01
8.690500e+00 4.387788e-01
8.939501e+00 3.726956e-01
9.188500e+00 3.410341e-01
9.437500e+00 3.157960e-01
9.686501e+00 3.139783e-01
9.935500e+00 3.186460e-01
1.018450e+01 3.394164e-01
1.043350e+01 3.864724e-01
1.068250e+01 4.387384e-01
1.093150e+01 5.094097e-01
1.118050e+01 6.185825e-01
1.142950e+01 7.546239e-01
1.167850e+01 9.152866e-01
1.192750e+01 1.092596e+00
1.217650e+01 1.239332e+00
1.242550e+01 1.289238e+00
1.267450e+01 1.258048e+00
1.292350e+01 1.179271e+00
1.317250e+01 1.063514e+00
1.342150e+01 9.678277e-01
1.367050e+01 8.990842e-01
1.391950e+01 8.453887e-01
1.416850e+01 7.999570e-01
1.441750e+01 7.617096e-01
1.466650e+01 7.114815e-01
1.491550e+01 6.763334e-01
1.516450e+01 6.324813e-01
1.541350e+01 6.052750e-01
1.566250e+01 5.813353e-01
1.591150e+01 5.745791e-01
1.616050e+01 5.825835e-01
1.640950e+01 6.011946e-01
1.665850e+01 6.338727e-01
1.690750e+01 6.806072e-01
1.715650e+01 7.389706e-01
1.740550e+01 8.136747e-01
1.765450e+01 8.841031e-01
1.790350e+01 9.538566e-01
1.815250e+01 9.977822e-01
1.840150e+01 1.017640e+00
1.865050e+01 1.003683e+00
1.889950e+01 9.761454e-01
1.914850e+01 9.386829e-01
1.939750e+01 9.022732e-01
1.964650e+01 8.642296e-01
1.989550e+01 8.323750e-01
2.014450e+01 8.034110e-01
2.039350e+01 7.725520e-01
2.064250e+01 7.370091e-01
2.089150e+01 7.158438e-01
2.114050e+01 6.974523e-01
2.138950e+01 6.845610e-01
2.163850e+01 6.767237e-01
2.188750e+01 6.768817e-01
2.213650e+01 6.913449e-01
2.238550e+01 7.012893e-01
2.263450e+01 7.255655e-01
2.288350e+01 7.576038e-01
2.313250e+01 7.892877e-01
2.338150e+01 8.243536e-01
2.363050e+01 8.556686e-01
2.387950e+01 8.746824e-01
2.412850e+01 8.986138e-01
2.437750e+01 9.089073e-01
2.462650e+01 9.002650e-01
2.487550e+01 8.862951e-01
