# k          S(k)
4.735000e-01 nan
7.225000e-01 7.384365e-02
9.715000e-01 7.522429e-02
1.220500e+00 8.025953e-02
1.469500e+00 8.283282e-02
1.718500e+00 8.586924e-02
1.967500e+00 8.918639e-02
2.216500e+00 9.340733e-02
2.465500e+00 1.007472e-01
2.714500e+00 1.101920e-01
2.963500e+00 1.209179e-01
3.212500e+00 1.267862e-01
3.461500e+00 1.359781e-01
3.710500e+00 1.535314e-01
3.959500e+00 1.654654e-01
4.208500e+00 1.834705e-01
4.457500e+00 2.000802e-01
4.706500e+00 2.111747e-01
4.955500e+00 2.229303e-01
5.204500e+00 2.307295e-01
5.453500e+00 2.382396e-01
5.702500e+00 2.346527e-01
5.951500e+00 2.272960e-01
6.200500e+00 2.134894e-01
6.449500e+00 2.006139e-01
6.698500e+00 1.780714e-01
6.947500e+00 1.631022e-01
7.196500e+00 1.702167e-01
7.445499e+00 1.898624e-01
7.694500e+00 2.101283e-01
7.943500e+00 2.160687e-01
8.192500e+00 2.171278e-01
8.441500e+00 2.147941e-01
8.690500e+00 2.087406e-01
8.939501e+00 2.055032e-01
9.188500e+00 2.016756e-01
9.437500e+00 1.986119e-01
9.686501e+00 1.954264e-01
9.935500e+00 1.954740e-01
1.018450e+01 1.941469e-01
1.043350e+01 1.953249e-01
1.068250e+01 1.964595e-01
1.093150e+01 1.966791e-01
1.118050e+01 1.978251e-01
1.142950e+01 1.996901e-01
1.167850e+01 1.998131e-01
1.192750e+01 2.013409e-01
1.217650e+01 2.003568e-01
1.242550e+01 1.998831e-01
1.267450e+01 1.989694e-01
1.292350e+01 1.991108e-01
1.317250e+01 1.988608e-01
1.342150e+01 1.987462e-01
1.367050e+01 1.989348e-01
1.391950e+01 2.007985e-01
1.416850e+01 2.009370e-01
1.441750e+01 2.023495e-01
1.466650e+01 2.022373e-01
1.491550e+01 2.024612e-01
1.516450e+01 2.026239e-01
1.541350e+01 2.024575e-01
1.566250e+01 2.024181e-01
1.591150e+01 2.016891e-01
1.616050e+01 2.005457e-01
1.640950e+01 1.995014e-01
1.665850e+01 2.001371e-01
1.690750e+01 1.985132e-01
1.715650e+01 1.980227e-01
1.740550e+01 1.983167e-01
1.765450e+01 1.983402e-01
1.790350e+01 1.985483e-01
1.815250e+01 1.985286e-01
1.840150e+01 1.991527e-01
1.865050e+01 1.993711e-01
1.889950e+01 1.997197e-01
1.914850e+01 1.999203e-01
1.939750e+01 2.001188e-01
1.964650e+01 2.005699e-01
1.989550e+01 2.004690e-01
2.014450e+01 2.001468e-01
2.039350e+01 2.002858e-01
2.064250e+01 2.000332e-01
2.089150e+01 2.002947e-01
2.114050e+01 2.000943e-01
2.138950e+01 1.998204e-01
2.163850e+01 2.006552e-01
2.188750e+01 2.000057e-01
2.213650e+01 2.004468e-01
2.238550e+01 1.999404e-01
2.263450e+01 2.007328e-01
2.288350e+01 2.009581e-01
2.313250e+01 2.006230e-01
2.338150e+01 2.003827e-01
2.363050e+01 2.003820e-01
2.387950e+01 2.005488e-01
2.412850e+01 1.994644e-01
2.437750e+01 2.000981e-01
2.462650e+01 1.995557e-01
2.487550e+01 1.998316e-01
