# k          S(k)
4.735000e-01 nan
7.225000e-01 7.005546e-03
9.715000e-01 7.771756e-03
1.220500e+00 8.707363e-03
1.469500e+00 8.871428e-03
1.718500e+00 9.304971e-03
1.967500e+00 1.041604e-02
2.216500e+00 1.207836e-02
2.465500e+00 1.410016e-02
2.714500e+00 1.730072e-02
2.963500e+00 1.975516e-02
3.212500e+00 2.322584e-02
3.461500e+00 2.743527e-02
3.710500e+00 3.406560e-02
3.959500e+00 4.556226e-02
4.208500e+00 6.145753e-02
4.457500e+00 7.854381e-02
4.706500e+00 1.055871e-01
4.955500e+00 1.344338e-01
5.204500e+00 1.768466e-01
5.453500e+00 2.427136e-01
5.702500e+00 3.381012e-01
5.951500e+00 4.584152e-01
6.200500e+00 6.484221e-01
6.449500e+00 8.829426e-01
6.698500e+00 1.393993e+00
6.947500e+00 2.058922e+00
7.196500e+00 2.595014e+00
7.445499e+00 2.330503e+00
7.694500e+00 1.678780e+00
7.943500e+00 1.071099e+00
8.192500e+00 7.556546e-01
8.441500e+00 5.697063e-01
8.690500e+00 4.600820e-01
8.939501e+00 3.929914e-01
9.188500e+00 3.566544e-01
9.437500e+00 3.321629e-01
9.686501e+00 3.247435e-01
9.935500e+00 3.346771e-01
1.018450e+01 3.549990e-01
1.043350e+01 3.953180e-01
1.068250e+01 4.462360e-01
1.093150e+01 5.194594e-01
1.118050e+01 6.223411e-01
1.142950e+01 7.595808e-01
1.167850e+01 9.013340e-01
1.192750e+01 1.063209e+00
1.217650e+01 1.193917e+00
1.242550e+01 1.254252e+00
1.267450e+01 1.234822e+00
1.292350e+01 1.157376e+00
1.317250e+01 1.068257e+00
1.342150e+01 9.791596e-01
1.367050e+01 9.077566e-01
1.391950e+01 8.545413e-01
1.416850e+01 8.110095e-01
1.441750e+01 7.789855e-01
1.466650e+01 7.301192e-01
1.491550e+01 6.886636e-01
1.516450e+01 6.458802e-01
1.541350e+01 6.166312e-01
1.566250e+01 5.934880e-01
1.591150e+01 5.872988e-01
1.616050e+01 5.924715e-01
1.640950e+01 6.095377e-01
1.665850e+01 6.373283e-01
1.690750e+01 6.797137e-01
1.715650e+01 7.292103e-01
1.740550e+01 7.948071e-01
1.765450e+01 8.623698e-01
1.790350e+01 9.279144e-01
1.815250e+01 9.722747e-01
1.840150e+01 9.935170e-01
1.865050e+01 9.943965e-01
1.889950e+01 9.744121e-01
1.914850e+01 9.462727e-01
1.939750e+01 9.088868e-01
1.964650e+01 8.711470e-01
1.989550e+01 8.404581e-01
2.014450e+01 8.096470e-01
2.039350e+01 7.770182e-01
2.064250e+01 7.485977e-01
2.089150e+01 7.253540e-01
2.114050e+01 7.102661e-01
2.138950e+01 6.966373e-01
2.163850e+01 6.902073e-01
2.188750e+01 6.881338e-01
2.213650e+01 6.939985e-01
2.238550e+01 7.087486e-01
2.263450e+01 7.272336e-01
2.288350e+01 7.493203e-01
2.313250e+01 7.770628e-01
2.338150e+01 8.065305e-01
2.363050e+01 8.372814e-01
2.387950e+01 8.628553e-01
2.412850e+01 8.789097e-01
2.437750e+01 8.877038e-01
2.462650e+01 8.921137e-01
2.487550e+01 8.868402e-01
