# r          S(k)
4.735000e-01 nan
7.225000e-01 6.813264e-02
9.715000e-01 6.940067e-02
1.220500e+00 7.186724e-02
1.469500e+00 7.169683e-02
1.718500e+00 7.322088e-02
1.967500e+00 7.811867e-02
2.216500e+00 8.115655e-02
2.465500e+00 8.535928e-02
2.714500e+00 9.726722e-02
2.963500e+00 1.048541e-01
3.212500e+00 1.111293e-01
3.461500e+00 1.216635e-01
3.710500e+00 1.377011e-01
3.959500e+00 1.586343e-01
4.208500e+00 1.784825e-01
4.457500e+00 2.006760e-01
4.706500e+00 2.207235e-01
4.955500e+00 2.405478e-01
5.204500e+00 2.538416e-01
5.453500e+00 2.660235e-01
5.702500e+00 2.648753e-01
5.951500e+00 2.549675e-01
6.200500e+00 2.335541e-01
6.449500e+00 2.111351e-01
6.698500e+00 1.678872e-01
6.947500e+00 1.319430e-01
7.196500e+00 1.304495e-01
7.445499e+00 1.700732e-01
7.694500e+00 2.068824e-01
7.943500e+00 2.192187e-01
8.192500e+00 2.184014e-01
8.441500e+00 2.115847e-01
8.690500e+00 2.055455e-01
8.939501e+00 2.003658e-01
9.188500e+00 1.971145e-01
9.437500e+00 1.942697e-01
9.686501e+00 1.938417e-01
9.935500e+00 1.946343e-01
1.018450e+01 1.965418e-01
1.043350e+01 2.003169e-01
1.068250e+01 2.023483e-01
1.093150e+01 2.071410e-01
1.118050e+01 2.094038e-01
1.142950e+01 2.109437e-01
1.167850e+01 2.112366e-01
1.192750e+01 2.065485e-01
1.217650e+01 2.016553e-01
1.242550e+01 1.926983e-01
1.267450e+01 1.863672e-01
1.292350e+01 1.831796e-01
1.317250e+01 1.845152e-01
1.342150e+01 1.885390e-01
1.367050e+01 1.953987e-01
1.391950e+01 2.012305e-01
1.416850e+01 2.056711e-01
1.441750e+01 2.094222e-01
1.466650e+01 2.098861e-01
1.491550e+01 2.105570e-01
1.516450e+01 2.098375e-01
1.541350e+01 2.085094e-01
1.566250e+01 2.071242e-01
1.591150e+01 2.040704e-01
1.616050e+01 2.008667e-01
1.640950e+01 1.971652e-01
1.665850e+01 1.937250e-01
1.690750e+01 1.902725e-01
1.715650e+01 1.886510e-01
1.740550e+01 1.888335e-01
1.765450e+01 1.899990e-01
1.790350e+01 1.939976e-01
1.815250e+01 1.997842e-01
1.840150e+01 2.044636e-01
1.865050e+01 2.085055e-01
1.889950e+01 2.088817e-01
1.914850e+01 2.078207e-01
1.939750e+01 2.047864e-01
1.964650e+01 2.030606e-01
1.989550e+01 2.005732e-01
2.014450e+01 1.987102e-01
2.039350e+01 1.972752e-01
2.064250e+01 1.965842e-01
2.089150e+01 1.966280e-01
2.114050e+01 1.967461e-01
2.138950e+01 1.981103e-01
2.163850e+01 1.989868e-01
2.188750e+01 2.004813e-01
2.213650e+01 2.019523e-01
2.238550e+01 2.027700e-01
2.263450e+01 2.030995e-01
2.288350e+01 2.028171e-01
2.313250e+01 2.018554e-01
2.338150e+01 2.007609e-01
2.363050e+01 1.985736e-01
2.387950e+01 1.973074e-01
2.412850e+01 1.965278e-01
2.437750e+01 1.969904e-01
2.462650e+01 1.971464e-01
2.487550e+01 1.988240e-01
