# r          S(k)
4.735000e-01 nan
7.225000e-01 3.123897e-03
9.715000e-01 3.318299e-03
1.220500e+00 3.828552e-03
1.469500e+00 4.051429e-03
1.718500e+00 4.377755e-03
1.967500e+00 5.109753e-03
2.216500e+00 5.719814e-03
2.465500e+00 7.047646e-03
2.714500e+00 8.767049e-03
2.963500e+00 1.078445e-02
3.212500e+00 1.251956e-02
3.461500e+00 1.559468e-02
3.710500e+00 2.034223e-02
3.959500e+00 2.909246e-02
4.208500e+00 4.184857e-02
4.457500e+00 5.697250e-02
4.706500e+00 8.201467e-02
4.955500e+00 1.052055e-01
5.204500e+00 1.493216e-01
5.453500e+00 2.141961e-01
5.702500e+00 3.107865e-01
5.951500e+00 4.410621e-01
6.200500e+00 6.410255e-01
6.449500e+00 8.934451e-01
6.698500e+00 1.474706e+00
6.947500e+00 2.174136e+00
7.196500e+00 2.802263e+00
7.445499e+00 2.504191e+00
7.694500e+00 1.722877e+00
7.943500e+00 1.040978e+00
8.192500e+00 7.220492e-01
8.441500e+00 5.152366e-01
8.690500e+00 4.016989e-01
8.939501e+00 3.305616e-01
9.188500e+00 2.934462e-01
9.437500e+00 2.713317e-01
9.686501e+00 2.627023e-01
9.935500e+00 2.723413e-01
1.018450e+01 2.938401e-01
1.043350e+01 3.309256e-01
1.068250e+01 3.866764e-01
1.093150e+01 4.670446e-01
1.118050e+01 5.843962e-01
1.142950e+01 7.491502e-01
1.167850e+01 9.418613e-01
1.192750e+01 1.156020e+00
1.217650e+01 1.338342e+00
1.242550e+01 1.418978e+00
1.267450e+01 1.386072e+00
1.292350e+01 1.262586e+00
1.317250e+01 1.112113e+00
1.342150e+01 9.884826e-01
1.367050e+01 8.929711e-01
1.391950e+01 8.281389e-01
1.416850e+01 7.724752e-01
1.441750e+01 7.293021e-01
1.466650e+01 6.693644e-01
1.491550e+01 6.202228e-01
1.516450e+01 5.712530e-01
1.541350e+01 5.381933e-01
1.566250e+01 5.146598e-01
1.591150e+01 5.086595e-01
1.616050e+01 5.225130e-01
1.640950e+01 5.501055e-01
1.665850e+01 5.938485e-01
1.690750e+01 6.587785e-01
1.715650e+01 7.411869e-01
1.740550e+01 8.443527e-01
1.765450e+01 9.505736e-01
1.790350e+01 1.050969e+00
1.815250e+01 1.120624e+00
1.840150e+01 1.132302e+00
1.865050e+01 1.101905e+00
1.889950e+01 1.034281e+00
1.914850e+01 9.664715e-01
1.939750e+01 9.047432e-01
1.964650e+01 8.518179e-01
1.989550e+01 8.106997e-01
2.014450e+01 7.652790e-01
2.039350e+01 7.253054e-01
2.064250e+01 6.847365e-01
2.089150e+01 6.503837e-01
2.114050e+01 6.279394e-01
2.138950e+01 6.129119e-01
2.163850e+01 6.076981e-01
2.188750e+01 6.139599e-01
2.213650e+01 6.348179e-01
2.238550e+01 6.653210e-01
2.263450e+01 7.071809e-01
2.288350e+01 7.591321e-01
2.313250e+01 8.227319e-01
2.338150e+01 8.846898e-01
2.363050e+01 9.391661e-01
2.387950e+01 9.808632e-01
2.412850e+01 1.003383e+00
2.437750e+01 9.991657e-01
2.462650e+01 9.698188e-01
2.487550e+01 9.347873e-01
