# k          S(k)
4.735000e-01 nan
7.225000e-01 4.162329e-02
9.715000e-01 4.318169e-02
1.220500e+00 4.257583e-02
1.469500e+00 4.587502e-02
1.718500e+00 4.797721e-02
1.967500e+00 5.162843e-02
2.216500e+00 5.629859e-02
2.465500e+00 6.291565e-02
2.714500e+00 7.038383e-02
2.963500e+00 8.061706e-02
3.212500e+00 8.776025e-02
3.461500e+00 9.435077e-02
3.710500e+00 1.095724e-01
3.959500e+00 1.294010e-01
4.208500e+00 1.528682e-01
4.457500e+00 1.833392e-01
4.706500e+00 2.150449e-01
4.955500e+00 2.521346e-01
5.204500e+00 3.070358e-01
5.453500e+00 3.791627e-01
5.702500e+00 4.842100e-01
5.951500e+00 6.069671e-01
6.200500e+00 7.512498e-01
6.449500e+00 9.026382e-01
6.698500e+00 1.136073e+00
6.947500e+00 1.357188e+00
7.196500e+00 1.468694e+00
7.445499e+00 1.501260e+00
7.694500e+00 1.401673e+00
7.943500e+00 1.228076e+00
8.192500e+00 1.072246e+00
8.441500e+00 9.376101e-01
8.690500e+00 8.225567e-01
8.939501e+00 7.350405e-01
9.188500e+00 6.810927e-01
9.437500e+00 6.332486e-01
9.686501e+00 6.062154e-01
9.935500e+00 5.916072e-01
1.018450e+01 5.772719e-01
1.043350e+01 5.822163e-01
1.068250e+01 5.930454e-01
1.093150e+01 6.099752e-01
1.118050e+01 6.307248e-01
1.142950e+01 6.597577e-01
1.167850e+01 6.965189e-01
1.192750e+01 7.369412e-01
1.217650e+01 7.762218e-01
1.242550e+01 8.119350e-01
1.267450e+01 8.548567e-01
1.292350e+01 8.792312e-01
1.317250e+01 9.086178e-01
1.342150e+01 9.300457e-01
1.367050e+01 9.331336e-01
1.391950e+01 9.350612e-01
1.416850e+01 9.219479e-01
1.441750e+01 9.079496e-01
1.466650e+01 8.862113e-01
1.491550e+01 8.633578e-01
1.516450e+01 8.374206e-01
1.541350e+01 8.130478e-01
1.566250e+01 7.907396e-01
1.591150e+01 7.754554e-01
1.616050e+01 7.570563e-01
1.640950e+01 7.446554e-01
1.665850e+01 7.325036e-01
1.690750e+01 7.309929e-01
1.715650e+01 7.278208e-01
1.740550e+01 7.329088e-01
1.765450e+01 7.368214e-01
1.790350e+01 7.459900e-01
1.815250e+01 7.546069e-01
1.840150e+01 7.643880e-01
1.865050e+01 7.790856e-01
1.889950e+01 7.940310e-01
1.914850e+01 8.052913e-01
1.939750e+01 8.169601e-01
1.964650e+01 8.292761e-01
1.989550e+01 8.355771e-01
2.014450e+01 8.439242e-01
2.039350e+01 8.430135e-01
2.064250e+01 8.449125e-01
2.089150e+01 8.409663e-01
2.114050e+01 8.381176e-01
2.138950e+01 8.309695e-01
2.163850e+01 8.226833e-01
2.188750e+01 8.195863e-01
2.213650e+01 8.097177e-01
2.238550e+01 7.988485e-01
2.263450e+01 7.915860e-01
2.288350e+01 7.884922e-01
2.313250e+01 7.814276e-01
2.338150e+01 7.795120e-01
2.363050e+01 7.756980e-01
2.387950e+01 7.747955e-01
2.412850e+01 7.750396e-01
2.437750e+01 7.739617e-01
2.462650e+01 7.779397e-01
2.487550e+01 7.792306e-01
