# k          S(k)
4.735000e-01 nan
7.225000e-01 6.725051e-02
9.715000e-01 6.872590e-02
1.220500e+00 7.047269e-02
1.469500e+00 7.116512e-02
1.718500e+00 7.108157e-02
1.967500e+00 7.703279e-02
2.216500e+00 8.201021e-02
2.465500e+00 8.630481e-02
2.714500e+00 9.912247e-02
2.963500e+00 1.074287e-01
3.212500e+00 1.135399e-01
3.461500e+00 1.255562e-01
3.710500e+00 1.398548e-01
3.959500e+00 1.622454e-01
4.208500e+00 1.831403e-01
4.457500e+00 2.032629e-01
4.706500e+00 2.221033e-01
4.955500e+00 2.387390e-01
5.204500e+00 2.505538e-01
5.453500e+00 2.598138e-01
5.702500e+00 2.555157e-01
5.951500e+00 2.478362e-01
6.200500e+00 2.274770e-01
6.449500e+00 2.062936e-01
6.698500e+00 1.700672e-01
6.947500e+00 1.404926e-01
7.196500e+00 1.417695e-01
7.445499e+00 1.758810e-01
7.694500e+00 2.089229e-01
7.943500e+00 2.181212e-01
8.192500e+00 2.168021e-01
8.441500e+00 2.092721e-01
8.690500e+00 2.044132e-01
8.939501e+00 1.996975e-01
9.188500e+00 1.971800e-01
9.437500e+00 1.951381e-01
9.686501e+00 1.944167e-01
9.935500e+00 1.956528e-01
1.018450e+01 1.970270e-01
1.043350e+01 1.996804e-01
1.068250e+01 2.013639e-01
1.093150e+01 2.050828e-01
1.118050e+01 2.058444e-01
1.142950e+01 2.071727e-01
1.167850e+01 2.069309e-01
1.192750e+01 2.028885e-01
1.217650e+01 2.013018e-01
1.242550e+01 1.953538e-01
1.267450e+01 1.912713e-01
1.292350e+01 1.906226e-01
1.317250e+01 1.911484e-01
1.342150e+01 1.944845e-01
1.367050e+01 1.978270e-01
1.391950e+01 2.009102e-01
1.416850e+01 2.049467e-01
1.441750e+01 2.053145e-01
1.466650e+01 2.048144e-01
1.491550e+01 2.056405e-01
1.516450e+01 2.040171e-01
1.541350e+01 2.051411e-01
1.566250e+01 2.034750e-01
1.591150e+01 2.014074e-01
1.616050e+01 1.997484e-01
1.640950e+01 1.989364e-01
1.665850e+01 1.961838e-01
1.690750e+01 1.955799e-01
1.715650e+01 1.952907e-01
1.740550e+01 1.954907e-01
1.765450e+01 1.956218e-01
1.790350e+01 1.975880e-01
1.815250e+01 2.001167e-01
1.840150e+01 2.009806e-01
1.865050e+01 2.021013e-01
1.889950e+01 2.029175e-01
1.914850e+01 2.031423e-01
1.939750e+01 2.023261e-01
1.964650e+01 2.016223e-01
1.989550e+01 2.008189e-01
2.014450e+01 2.004771e-01
2.039350e+01 1.992358e-01
2.064250e+01 1.995466e-01
2.089150e+01 1.982287e-01
2.114050e+01 1.985120e-01
2.138950e+01 1.991836e-01
2.163850e+01 1.998390e-01
2.188750e+01 2.000864e-01
2.213650e+01 2.004762e-01
2.238550e+01 2.008052e-01
2.263450e+01 2.009701e-01
2.288350e+01 2.007708e-01
2.313250e+01 2.010844e-01
2.338150e+01 1.999467e-01
2.363050e+01 2.000620e-01
2.387950e+01 1.992985e-01
2.412850e+01 1.998495e-01
2.437750e+01 1.983128e-01
2.462650e+01 1.988364e-01
2.487550e+01 1.994728e-01
