# r          S(k)
4.735000e-01 nan
7.225000e-01 4.353271e-03
9.715000e-01 4.671470e-03
1.220500e+00 5.294970e-03
1.469500e+00 5.745484e-03
1.718500e+00 6.085857e-03
1.967500e+00 7.006592e-03
2.216500e+00 7.878314e-03
2.465500e+00 9.521130e-03
2.714500e+00 1.161140e-02
2.963500e+00 1.415414e-02
3.212500e+00 1.635598e-02
3.461500e+00 1.943666e-02
3.710500e+00 2.478293e-02
3.959500e+00 3.398807e-02
4.208500e+00 4.656467e-02
4.457500e+00 6.230468e-02
4.706500e+00 8.455770e-02
4.955500e+00 1.108118e-01
5.204500e+00 1.558537e-01
5.453500e+00 2.184946e-01
5.702500e+00 3.241193e-01
5.951500e+00 4.640155e-01
6.200500e+00 6.865587e-01
6.449500e+00 9.556156e-01
6.698500e+00 1.518350e+00
6.947500e+00 2.104142e+00
7.196500e+00 2.510561e+00
7.445499e+00 2.289304e+00
7.694500e+00 1.703807e+00
7.943500e+00 1.127156e+00
8.192500e+00 8.037108e-01
8.441500e+00 5.903583e-01
8.690500e+00 4.619863e-01
8.939501e+00 3.804181e-01
9.188500e+00 3.336811e-01
9.437500e+00 3.027930e-01
9.686501e+00 2.918325e-01
9.935500e+00 2.949925e-01
1.018450e+01 3.086079e-01
1.043350e+01 3.430096e-01
1.068250e+01 3.963688e-01
1.093150e+01 4.658492e-01
1.118050e+01 5.719262e-01
1.142950e+01 7.106831e-01
1.167850e+01 8.707203e-01
1.192750e+01 1.064315e+00
1.217650e+01 1.246737e+00
1.242550e+01 1.351585e+00
1.267450e+01 1.356709e+00
1.292350e+01 1.290026e+00
1.317250e+01 1.164906e+00
1.342150e+01 1.048054e+00
1.367050e+01 9.419450e-01
1.391950e+01 8.575035e-01
1.416850e+01 7.957189e-01
1.441750e+01 7.361822e-01
1.466650e+01 6.788929e-01
1.491550e+01 6.265616e-01
1.516450e+01 5.846907e-01
1.541350e+01 5.544600e-01
1.566250e+01 5.344063e-01
1.591150e+01 5.236749e-01
1.616050e+01 5.312045e-01
1.640950e+01 5.551859e-01
1.665850e+01 5.889906e-01
1.690750e+01 6.447480e-01
1.715650e+01 7.109163e-01
1.740550e+01 8.026024e-01
1.765450e+01 8.935274e-01
1.790350e+01 9.921332e-01
1.815250e+01 1.067195e+00
1.840150e+01 1.109020e+00
1.865050e+01 1.107918e+00
1.889950e+01 1.071047e+00
1.914850e+01 1.015739e+00
1.939750e+01 9.444546e-01
1.964650e+01 8.836395e-01
1.989550e+01 8.279466e-01
2.014450e+01 7.764836e-01
2.039350e+01 7.324330e-01
2.064250e+01 6.945177e-01
2.089150e+01 6.633343e-01
2.114050e+01 6.353996e-01
2.138950e+01 6.243765e-01
2.163850e+01 6.146057e-01
2.188750e+01 6.189855e-01
2.213650e+01 6.339363e-01
2.238550e+01 6.587642e-01
2.263450e+01 6.943357e-01
2.288350e+01 7.385053e-01
2.313250e+01 7.933106e-01
2.338150e+01 8.489578e-01
2.363050e+01 9.042534e-01
2.387950e+01 9.478880e-01
2.412850e+01 9.794155e-01
2.437750e+01 9.944269e-01
2.462650e+01 9.789115e-01
2.487550e+01 9.511216e-01
