# r          g(r)
2.625000e-02 0.000000e+00
4.375000e-02 0.000000e+00
6.125000e-02 0.000000e+00
7.875000e-02 0.000000e+00
9.625000e-02 0.000000e+00
1.137500e-01 0.000000e+00
1.312500e-01 0.000000e+00
1.487500e-01 0.000000e+00
1.662500e-01 0.000000e+00
1.837500e-01 0.000000e+00
2.012500e-01 0.000000e+00
2.187500e-01 0.000000e+00
2.362500e-01 0.000000e+00
2.537500e-01 0.000000e+00
2.712500e-01 0.000000e+00
2.887500e-01 0.000000e+00
3.062500e-01 0.000000e+00
3.237500e-01 0.000000e+00
3.412500e-01 0.000000e+00
3.587500e-01 0.000000e+00
3.762500e-01 0.000000e+00
3.937500e-01 0.000000e+00
4.112500e-01 0.000000e+00
4.287500e-01 0.000000e+00
4.462500e-01 0.000000e+00
4.637500e-01 0.000000e+00
4.812500e-01 0.000000e+00
4.987500e-01 0.000000e+00
5.162500e-01 0.000000e+00
5.337500e-01 0.000000e+00
5.512500e-01 0.000000e+00
5.687500e-01 0.000000e+00
5.862500e-01 0.000000e+00
6.037500e-01 0.000000e+00
6.212500e-01 0.000000e+00
6.387500e-01 0.000000e+00
6.562500e-01 0.000000e+00
6.737500e-01 0.000000e+00
6.912500e-01 3.717222e-04
7.087500e-01 8.132637e-03
7.262501e-01 7.739834e-02
7.437500e-01 3.116802e-01
7.612500e-01 8.299655e-01
7.787500e-01 1.539500e+00
7.962500e-01 2.285913e+00
8.137500e-01 2.859288e+00
8.312500e-01 3.168109e+00
8.487500e-01 3.263135e+00
8.662500e-01 3.175896e+00
8.837500e-01 2.961613e+00
9.012500e-01 2.680021e+00
9.187500e-01 2.399376e+00
9.362500e-01 2.143076e+00
9.537500e-01 1.904060e+00
9.712500e-01 1.675755e+00
9.887500e-01 1.502084e+00
1.006250e+00 1.374597e+00
1.023750e+00 1.211483e+00
1.041250e+00 1.103204e+00
1.058750e+00 9.865856e-01
1.076250e+00 9.207466e-01
1.093750e+00 8.503461e-01
1.111250e+00 7.970402e-01
1.128750e+00 7.575989e-01
1.146250e+00 7.110130e-01
1.163750e+00 6.753797e-01
1.181250e+00 6.434472e-01
1.198750e+00 6.217721e-01
1.216250e+00 6.101891e-01
1.233750e+00 6.006685e-01
1.251250e+00 5.948517e-01
1.268750e+00 6.023923e-01
1.286250e+00 5.936469e-01
1.303750e+00 5.919226e-01
1.321250e+00 5.990701e-01
1.338750e+00 6.070374e-01
1.356250e+00 6.237382e-01
1.373750e+00 6.434308e-01
1.391250e+00 6.626204e-01
1.408750e+00 6.904880e-01
1.426250e+00 7.135510e-01
1.443750e+00 7.423488e-01
1.461250e+00 7.749313e-01
1.478750e+00 8.140255e-01
1.496250e+00 8.418229e-01
1.513750e+00 8.859566e-01
1.531250e+00 9.155969e-01
1.548750e+00 9.590644e-01
1.566250e+00 9.937456e-01
1.583750e+00 1.021263e+00
1.601250e+00 1.053918e+00
1.618750e+00 1.088185e+00
1.636250e+00 1.112538e+00
1.653750e+00 1.136854e+00
1.671250e+00 1.161084e+00
1.688750e+00 1.187527e+00
1.706250e+00 1.197443e+00
1.723750e+00 1.220941e+00
1.741250e+00 1.242252e+00
1.758750e+00 1.245612e+00
1.776250e+00 1.254053e+00
1.793750e+00 1.251597e+00
1.811250e+00 1.245188e+00
1.828750e+00 1.237330e+00
1.846250e+00 1.220990e+00
1.863750e+00 1.202606e+00
1.881250e+00 1.188484e+00
1.898750e+00 1.150389e+00
1.916250e+00 1.123649e+00
1.933750e+00 1.102535e+00
1.951250e+00 1.063125e+00
1.968750e+00 1.038340e+00
1.986250e+00 1.013730e+00
2.003750e+00 9.920367e-01
2.021250e+00 9.656233e-01
2.038750e+00 9.415534e-01
2.056250e+00 9.214254e-01
2.073750e+00 9.013478e-01
2.091250e+00 8.931577e-01
2.108750e+00 8.807914e-01
2.126250e+00 8.771383e-01
2.143750e+00 8.651875e-01
