# r          S(k)
4.735000e-01 nan
7.225000e-01 -1.836793e-02
9.715000e-01 -1.614642e-02
1.220500e+00 -1.691149e-02
1.469500e+00 -1.593490e-02
1.718500e+00 -1.614458e-02
1.967500e+00 -1.742969e-02
2.216500e+00 -1.892270e-02
2.465500e+00 -2.121242e-02
2.714500e+00 -2.492992e-02
2.963500e+00 -2.927613e-02
3.212500e+00 -3.273562e-02
3.461500e+00 -3.651268e-02
3.710500e+00 -4.492849e-02
3.959500e+00 -5.759974e-02
4.208500e+00 -7.168002e-02
4.457500e+00 -8.711841e-02
4.706500e+00 -1.063307e-01
4.955500e+00 -1.258420e-01
5.204500e+00 -1.564117e-01
5.453500e+00 -1.933879e-01
5.702500e+00 -2.321202e-01
5.951500e+00 -2.721232e-01
6.200500e+00 -3.005833e-01
6.449500e+00 -3.229449e-01
6.698500e+00 -2.865135e-01
6.947500e+00 -1.659501e-01
7.196500e+00 5.553903e-02
7.445499e+00 2.336885e-01
7.694500e+00 3.005041e-01
7.943500e+00 2.813490e-01
8.192500e+00 2.388730e-01
8.441500e+00 1.911656e-01
8.690500e+00 1.532485e-01
8.939501e+00 1.240342e-01
9.188500e+00 9.968799e-02
9.437500e+00 7.448447e-02
9.686501e+00 5.994980e-02
9.935500e+00 3.957697e-02
1.018450e+01 2.002307e-02
1.043350e+01 2.016885e-03
1.068250e+01 -1.750394e-02
1.093150e+01 -3.869392e-02
1.118050e+01 -6.386378e-02
1.142950e+01 -9.032637e-02
1.167850e+01 -1.173839e-01
1.192750e+01 -1.359001e-01
1.217650e+01 -1.457099e-01
1.242550e+01 -1.339702e-01
1.267450e+01 -1.058956e-01
1.292350e+01 -7.346211e-02
1.317250e+01 -3.781871e-02
1.342150e+01 -1.622789e-02
1.367050e+01 -3.268009e-04
1.391950e+01 1.127751e-02
1.416850e+01 2.084422e-02
1.441750e+01 2.995856e-02
1.466650e+01 4.245115e-02
1.491550e+01 5.434557e-02
1.516450e+01 6.457782e-02
1.541350e+01 7.267944e-02
1.566250e+01 7.767741e-02
1.591150e+01 7.900272e-02
1.616050e+01 7.989476e-02
1.640950e+01 7.522552e-02
1.665850e+01 6.557104e-02
1.690750e+01 5.580312e-02
1.715650e+01 4.027066e-02
1.740550e+01 1.821583e-02
1.765450e+01 -5.493920e-03
1.790350e+01 -3.236831e-02
1.815250e+01 -5.895883e-02
1.840150e+01 -7.803817e-02
1.865050e+01 -8.918032e-02
1.889950e+01 -9.147790e-02
1.914850e+01 -8.156477e-02
1.939750e+01 -6.762390e-02
1.964650e+01 -5.174120e-02
1.989550e+01 -3.611216e-02
2.014450e+01 -2.366956e-02
2.039350e+01 -1.119979e-02
2.064250e+01 -2.091011e-03
2.089150e+01 6.674538e-03
2.114050e+01 1.374968e-02
2.138950e+01 2.010898e-02
2.163850e+01 2.559912e-02
2.188750e+01 3.160464e-02
2.213650e+01 3.725075e-02
2.238550e+01 4.264665e-02
2.263450e+01 4.770787e-02
2.288350e+01 5.010973e-02
2.313250e+01 5.216837e-02
2.338150e+01 4.971657e-02
2.363050e+01 4.534031e-02
2.387950e+01 3.530544e-02
2.412850e+01 2.172912e-02
2.437750e+01 7.574454e-03
2.462650e+01 -9.275766e-03
2.487550e+01 -2.317740e-02
