# r          S(k)
4.735000e-01 nan
7.225000e-01 4.893830e-03
9.715000e-01 5.006692e-03
1.220500e+00 5.821121e-03
1.469500e+00 5.978862e-03
1.718500e+00 6.603090e-03
1.967500e+00 7.409507e-03
2.216500e+00 8.020679e-03
2.465500e+00 9.579283e-03
2.714500e+00 1.176693e-02
2.963500e+00 1.410624e-02
3.212500e+00 1.644436e-02
3.461500e+00 1.967759e-02
3.710500e+00 2.520335e-02
3.959500e+00 3.380746e-02
4.208500e+00 4.708807e-02
4.457500e+00 6.087319e-02
4.706500e+00 8.382815e-02
4.955500e+00 1.073836e-01
5.204500e+00 1.520795e-01
5.453500e+00 2.155624e-01
5.702500e+00 3.220935e-01
5.951500e+00 4.653839e-01
6.200500e+00 6.957060e-01
6.449500e+00 9.784428e-01
6.698500e+00 1.536599e+00
6.947500e+00 2.117196e+00
7.196500e+00 2.457433e+00
7.445499e+00 2.254049e+00
7.694500e+00 1.702114e+00
7.943500e+00 1.131665e+00
8.192500e+00 8.185360e-01
8.441500e+00 6.006264e-01
8.690500e+00 4.654411e-01
8.939501e+00 3.846753e-01
9.188500e+00 3.341765e-01
9.437500e+00 3.050662e-01
9.686501e+00 2.915942e-01
9.935500e+00 2.938846e-01
1.018450e+01 3.085773e-01
1.043350e+01 3.449011e-01
1.068250e+01 3.939812e-01
1.093150e+01 4.661099e-01
1.118050e+01 5.705011e-01
1.142950e+01 7.044417e-01
1.167850e+01 8.678572e-01
1.192750e+01 1.063767e+00
1.217650e+01 1.239013e+00
1.242550e+01 1.348323e+00
1.267450e+01 1.358701e+00
1.292350e+01 1.294546e+00
1.317250e+01 1.169455e+00
1.342150e+01 1.051655e+00
1.367050e+01 9.459016e-01
1.391950e+01 8.621513e-01
1.416850e+01 7.941228e-01
1.441750e+01 7.365460e-01
1.466650e+01 6.769613e-01
1.491550e+01 6.251670e-01
1.516450e+01 5.802142e-01
1.541350e+01 5.546619e-01
1.566250e+01 5.329622e-01
1.591150e+01 5.276189e-01
1.616050e+01 5.339804e-01
1.640950e+01 5.539814e-01
1.665850e+01 5.901952e-01
1.690750e+01 6.423791e-01
1.715650e+01 7.096297e-01
1.740550e+01 7.993484e-01
1.765450e+01 8.965391e-01
1.790350e+01 9.861742e-01
1.815250e+01 1.066784e+00
1.840150e+01 1.105171e+00
1.865050e+01 1.111943e+00
1.889950e+01 1.073418e+00
1.914850e+01 1.012046e+00
1.939750e+01 9.515968e-01
1.964650e+01 8.805390e-01
1.989550e+01 8.280284e-01
2.014450e+01 7.759883e-01
2.039350e+01 7.364346e-01
2.064250e+01 6.969666e-01
2.089150e+01 6.624112e-01
2.114050e+01 6.370561e-01
2.138950e+01 6.228771e-01
2.163850e+01 6.192190e-01
2.188750e+01 6.188370e-01
2.213650e+01 6.343940e-01
2.238550e+01 6.578731e-01
2.263450e+01 6.943860e-01
2.288350e+01 7.387608e-01
2.313250e+01 7.924657e-01
2.338150e+01 8.467702e-01
2.363050e+01 8.992381e-01
2.387950e+01 9.480993e-01
2.412850e+01 9.778948e-01
2.437750e+01 9.894333e-01
2.462650e+01 9.822702e-01
2.487550e+01 9.523156e-01
