# r          S(k)
4.735000e-01 nan
7.225000e-01 7.483324e-02
9.715000e-01 7.929206e-02
1.220500e+00 8.398038e-02
1.469500e+00 8.394998e-02
1.718500e+00 8.712501e-02
1.967500e+00 9.017008e-02
2.216500e+00 9.525790e-02
2.465500e+00 1.036833e-01
2.714500e+00 1.056698e-01
2.963500e+00 1.162716e-01
3.212500e+00 1.220671e-01
3.461500e+00 1.298022e-01
3.710500e+00 1.427380e-01
3.959500e+00 1.586304e-01
4.208500e+00 1.737351e-01
4.457500e+00 1.920643e-01
4.706500e+00 2.108153e-01
4.955500e+00 2.259603e-01
5.204500e+00 2.388449e-01
5.453500e+00 2.480305e-01
5.702500e+00 2.534515e-01
5.951500e+00 2.468271e-01
6.200500e+00 2.332331e-01
6.449500e+00 2.118256e-01
6.698500e+00 1.743207e-01
6.947500e+00 1.441560e-01
7.196500e+00 1.422711e-01
7.445499e+00 1.733519e-01
7.694500e+00 2.054147e-01
7.943500e+00 2.210362e-01
8.192500e+00 2.245012e-01
8.441500e+00 2.207669e-01
8.690500e+00 2.132944e-01
8.939501e+00 2.072471e-01
9.188500e+00 2.018516e-01
9.437500e+00 1.965094e-01
9.686501e+00 1.943335e-01
9.935500e+00 1.915809e-01
1.018450e+01 1.912762e-01
1.043350e+01 1.933191e-01
1.068250e+01 1.950837e-01
1.093150e+01 1.987835e-01
1.118050e+01 2.010241e-01
1.142950e+01 2.052332e-01
1.167850e+01 2.064866e-01
1.192750e+01 2.067780e-01
1.217650e+01 2.043231e-01
1.242550e+01 1.985291e-01
1.267450e+01 1.923492e-01
1.292350e+01 1.889087e-01
1.317250e+01 1.880428e-01
1.342150e+01 1.902636e-01
1.367050e+01 1.954746e-01
1.391950e+01 1.995488e-01
1.416850e+01 2.042522e-01
1.441750e+01 2.083865e-01
1.466650e+01 2.092568e-01
1.491550e+01 2.101318e-01
1.516450e+01 2.109892e-01
1.541350e+01 2.097292e-01
1.566250e+01 2.065316e-01
1.591150e+01 2.046200e-01
1.616050e+01 2.019397e-01
1.640950e+01 1.977159e-01
1.665850e+01 1.944901e-01
1.690750e+01 1.911774e-01
1.715650e+01 1.889575e-01
1.740550e+01 1.881300e-01
1.765450e+01 1.895193e-01
1.790350e+01 1.933152e-01
1.815250e+01 1.973500e-01
1.840150e+01 2.018728e-01
1.865050e+01 2.054102e-01
1.889950e+01 2.071778e-01
1.914850e+01 2.069887e-01
1.939750e+01 2.061323e-01
1.964650e+01 2.042223e-01
1.989550e+01 2.018441e-01
2.014450e+01 1.997131e-01
2.039350e+01 1.984141e-01
2.064250e+01 1.969481e-01
2.089150e+01 1.967662e-01
2.114050e+01 1.976916e-01
2.138950e+01 1.982127e-01
2.163850e+01 1.993412e-01
2.188750e+01 2.013168e-01
2.213650e+01 2.021538e-01
2.238550e+01 2.024983e-01
2.263450e+01 2.038140e-01
2.288350e+01 2.032798e-01
2.313250e+01 2.025467e-01
2.338150e+01 2.012441e-01
2.363050e+01 1.990505e-01
2.387950e+01 1.980149e-01
2.412850e+01 1.967623e-01
2.437750e+01 1.958166e-01
2.462650e+01 1.953387e-01
2.487550e+01 1.959425e-01
