# r          S(k)
4.735000e-01 nan
7.225000e-01 -6.813586e-03
9.715000e-01 -7.375875e-03
1.220500e+00 -9.833951e-03
1.469500e+00 -9.063929e-03
1.718500e+00 -1.006064e-02
1.967500e+00 -1.138790e-02
2.216500e+00 -1.369596e-02
2.465500e+00 -1.565512e-02
2.714500e+00 -2.027115e-02
2.963500e+00 -2.411884e-02
3.212500e+00 -2.780244e-02
3.461500e+00 -3.281942e-02
3.710500e+00 -4.348038e-02
3.959500e+00 -5.477772e-02
4.208500e+00 -7.388163e-02
4.457500e+00 -9.368727e-02
4.706500e+00 -1.172774e-01
4.955500e+00 -1.378270e-01
5.204500e+00 -1.732055e-01
5.453500e+00 -2.140266e-01
5.702500e+00 -2.575551e-01
5.951500e+00 -2.870257e-01
6.200500e+00 -3.124832e-01
6.449500e+00 -3.274654e-01
6.698500e+00 -2.999882e-01
6.947500e+00 -1.699556e-01
7.196500e+00 9.010012e-02
7.445499e+00 3.183447e-01
7.694500e+00 3.616211e-01
7.943500e+00 2.860314e-01
8.192500e+00 2.223977e-01
8.441500e+00 1.825509e-01
8.690500e+00 1.430718e-01
8.939501e+00 1.134100e-01
9.188500e+00 9.350675e-02
9.437500e+00 7.141218e-02
9.686501e+00 5.668518e-02
9.935500e+00 3.572431e-02
1.018450e+01 1.579693e-02
1.043350e+01 -4.943108e-03
1.068250e+01 -2.549211e-02
1.093150e+01 -5.048642e-02
1.118050e+01 -8.020701e-02
1.142950e+01 -1.078793e-01
1.167850e+01 -1.375786e-01
1.192750e+01 -1.536879e-01
1.217650e+01 -1.531935e-01
1.242550e+01 -1.272950e-01
1.267450e+01 -8.825033e-02
1.292350e+01 -4.930903e-02
1.317250e+01 -1.656374e-02
1.342150e+01 -6.291716e-04
1.367050e+01 1.182327e-02
1.391950e+01 1.464012e-02
1.416850e+01 2.303419e-02
1.441750e+01 3.073337e-02
1.466650e+01 4.164705e-02
1.491550e+01 5.288541e-02
1.516450e+01 6.611104e-02
1.541350e+01 7.655178e-02
1.566250e+01 8.015335e-02
1.591150e+01 8.178415e-02
1.616050e+01 8.158877e-02
1.640950e+01 7.545968e-02
1.665850e+01 6.687760e-02
1.690750e+01 5.347129e-02
1.715650e+01 3.590104e-02
1.740550e+01 9.386513e-03
1.765450e+01 -1.734053e-02
1.790350e+01 -5.079776e-02
1.815250e+01 -7.538690e-02
1.840150e+01 -9.461393e-02
1.865050e+01 -9.964538e-02
1.889950e+01 -9.271263e-02
1.914850e+01 -7.622342e-02
1.939750e+01 -6.414501e-02
1.964650e+01 -4.129228e-02
1.989550e+01 -2.695159e-02
2.014450e+01 -1.387195e-02
2.039350e+01 -3.664986e-03
2.064250e+01 5.657518e-03
2.089150e+01 1.317973e-02
2.114050e+01 2.053912e-02
2.138950e+01 2.478211e-02
2.163850e+01 2.956910e-02
2.188750e+01 3.631810e-02
2.213650e+01 4.097018e-02
2.238550e+01 4.551684e-02
2.263450e+01 5.058626e-02
2.288350e+01 5.371343e-02
2.313250e+01 5.236532e-02
2.338150e+01 4.860108e-02
2.363050e+01 4.000976e-02
2.387950e+01 2.770397e-02
2.412850e+01 1.195548e-02
2.437750e+01 -5.183386e-03
2.462650e+01 -2.165864e-02
2.487550e+01 -3.436935e-02
