# r          S(k)
4.735000e-01 nan
7.225000e-01 6.661112e-02
9.715000e-01 6.896190e-02
1.220500e+00 7.526206e-02
1.469500e+00 7.210763e-02
1.718500e+00 7.283715e-02
1.967500e+00 7.785620e-02
2.216500e+00 7.952130e-02
2.465500e+00 8.758397e-02
2.714500e+00 9.520491e-02
2.963500e+00 1.041747e-01
3.212500e+00 1.107944e-01
3.461500e+00 1.206477e-01
3.710500e+00 1.372570e-01
3.959500e+00 1.557685e-01
4.208500e+00 1.785709e-01
4.457500e+00 2.008719e-01
4.706500e+00 2.262376e-01
4.955500e+00 2.382301e-01
5.204500e+00 2.558911e-01
5.453500e+00 2.666236e-01
5.702500e+00 2.679248e-01
5.951500e+00 2.557834e-01
6.200500e+00 2.360988e-01
6.449500e+00 2.104042e-01
6.698500e+00 1.683817e-01
6.947500e+00 1.300180e-01
7.196500e+00 1.302271e-01
7.445499e+00 1.705518e-01
7.694500e+00 2.068321e-01
7.943500e+00 2.197392e-01
8.192500e+00 2.168338e-01
8.441500e+00 2.100055e-01
8.690500e+00 2.035867e-01
8.939501e+00 2.003243e-01
9.188500e+00 1.969236e-01
9.437500e+00 1.954368e-01
9.686501e+00 1.936886e-01
9.935500e+00 1.949363e-01
1.018450e+01 1.980383e-01
1.043350e+01 2.012464e-01
1.068250e+01 2.040905e-01
1.093150e+01 2.071160e-01
1.118050e+01 2.099266e-01
1.142950e+01 2.111737e-01
1.167850e+01 2.115228e-01
1.192750e+01 2.070173e-01
1.217650e+01 2.001517e-01
1.242550e+01 1.922567e-01
1.267450e+01 1.857227e-01
1.292350e+01 1.824328e-01
1.317250e+01 1.832076e-01
1.342150e+01 1.887403e-01
1.367050e+01 1.948248e-01
1.391950e+01 2.016214e-01
1.416850e+01 2.063821e-01
1.441750e+01 2.098042e-01
1.466650e+01 2.107991e-01
1.491550e+01 2.105714e-01
1.516450e+01 2.108058e-01
1.541350e+01 2.091200e-01
1.566250e+01 2.070024e-01
1.591150e+01 2.041128e-01
1.616050e+01 2.008865e-01
1.640950e+01 1.981467e-01
1.665850e+01 1.929972e-01
1.690750e+01 1.901796e-01
1.715650e+01 1.880219e-01
1.740550e+01 1.873662e-01
1.765450e+01 1.905492e-01
1.790350e+01 1.943637e-01
1.815250e+01 2.000533e-01
1.840150e+01 2.040464e-01
1.865050e+01 2.082067e-01
1.889950e+01 2.095132e-01
1.914850e+01 2.076317e-01
1.939750e+01 2.056371e-01
1.964650e+01 2.031468e-01
1.989550e+01 2.002614e-01
2.014450e+01 1.986905e-01
2.039350e+01 1.969598e-01
2.064250e+01 1.965839e-01
2.089150e+01 1.961086e-01
2.114050e+01 1.971912e-01
2.138950e+01 1.977417e-01
2.163850e+01 1.992862e-01
2.188750e+01 2.003584e-01
2.213650e+01 2.018499e-01
2.238550e+01 2.031868e-01
2.263450e+01 2.031561e-01
2.288350e+01 2.028287e-01
2.313250e+01 2.018368e-01
2.338150e+01 2.005008e-01
2.363050e+01 1.987313e-01
2.387950e+01 1.976247e-01
2.412850e+01 1.965374e-01
2.437750e+01 1.961516e-01
2.462650e+01 1.968924e-01
2.487550e+01 1.985462e-01
